Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Services_Used,Data_Exhaustion,Other_Networks,Reasons_Discontinue,Monthly_Data_Usage
Female,College of Art and Built Environment,Yes,400,Off-campus,No,Several times a week,3,None of the above,No,No,Unsatisfactory customer service,5.07
Female,School of Business,Yes,200,Off-campus,No,Occasionally,2,"None of the above, SMS/Text messaging",No,Yes,"Insufficient data allowance, High costs/pricing",9.95
Male,School of Business,No,400,Off-campus,Yes,Never,2,"Mobile data/Internet, Voice Calls, SMS/Text messaging, None of the above",Yes,Yes,Unsatisfactory customer service,2.14
Male,College of Science,No,100,Off-campus,Yes,Several times a week,3,"Voice Calls, Mobile data/Internet, None of the above, SMS/Text messaging",No,Yes,High costs/pricing,9.35
Male,School of Business,Yes,200,Off-campus,Yes,Daily,2,Voice Calls,Yes,Yes,Insufficient data allowance,8.67
Male,School of Business,Yes,600,Off-campus,No,Daily,1,"Voice Calls, Mobile data/Internet, SMS/Text messaging",Yes,Yes,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",7.69
Male,College of Humanity and Social Science,Yes,600,Off-campus,No,Daily,5,"Voice Calls, Mobile data/Internet, SMS/Text messaging, None of the above",No,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",4.0
Male,College of Science,Yes,200,On-campus,Yes,Daily,2,"Voice Calls, Mobile data/Internet",No,Yes,"High costs/pricing, Insufficient data allowance",5.31
Female,College of Art and Built Environment,Yes,400,Off-campus,No,Occasionally,1,"None of the above, Voice Calls",No,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",4.67
Female,College of Engineering,Yes,400,Off-campus,No,Occasionally,2,"None of the above, Voice Calls, SMS/Text messaging, Mobile data/Internet",No,Yes,Insufficient data allowance,1.33
Male,College of Engineering,Yes,100,Off-campus,No,Daily,1,"Mobile data/Internet, Voice Calls, SMS/Text messaging",No,Yes,High costs/pricing,2.7
Male,College of Engineering,Yes,200,Off-campus,No,Daily,5,"SMS/Text messaging, Mobile data/Internet",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service",9.34
Female,School of Business,Yes,600,On-campus,Yes,Daily,4,"None of the above, SMS/Text messaging",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",9.77
Male,College of Science,No,400,Off-campus,No,Daily,1,"None of the above, Voice Calls, SMS/Text messaging",Yes,Yes,Unsatisfactory customer service,1.96
Female,College of Agriculture and Natural Resources,Yes,600,On-campus,No,Daily,3,Voice Calls,No,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",1.78
Male,College of Humanity and Social Science,Yes,200,On-campus,Yes,Several times a week,2,"Voice Calls, SMS/Text messaging, None of the above",No,Yes,Poor network quality/coverage,1.27
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,No,Never,1,"None of the above, Voice Calls",Yes,No,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance, Poor network quality/coverage",0.61
Male,College of Science,No,400,On-campus,Yes,Several times a week,1,"Voice Calls, Mobile data/Internet, None of the above",No,No,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",1.73
Female,College of Engineering,No,400,On-campus,Yes,Never,2,"Voice Calls, None of the above",Yes,Yes,Unsatisfactory customer service,2.53
Male,School of Business,Yes,100,Off-campus,Yes,Occasionally,5,"Voice Calls, None of the above, Mobile data/Internet",No,Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",6.4
Female,College of Science,No,400,On-campus,No,Several times a week,3,"SMS/Text messaging, Voice Calls",Yes,No,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",2.17
Female,School of Business,Yes,600,Off-campus,Yes,Several times a week,3,"None of the above, SMS/Text messaging, Voice Calls",Yes,Yes,"Insufficient data allowance, High costs/pricing",8.62
Male,College of Art and Built Environment,Yes,600,On-campus,No,Several times a week,2,"Voice Calls, None of the above, Mobile data/Internet",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service",3.08
Male,College of Engineering,Yes,500,Off-campus,Yes,Daily,3,"SMS/Text messaging, Mobile data/Internet, None of the above",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service",2.69
Female,College of Engineering,Yes,300,Off-campus,No,Occasionally,5,SMS/Text messaging,No,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",5.16
Female,College of Agriculture and Natural Resources,Yes,400,Off-campus,No,Occasionally,4,Mobile data/Internet,Yes,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",1.77
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Daily,5,"None of the above, SMS/Text messaging, Mobile data/Internet",No,Yes,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",0.51
Female,School of Business,Yes,100,Off-campus,No,Never,2,SMS/Text messaging,No,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",6.24
Female,College of Art and Built Environment,No,100,Off-campus,No,Several times a week,5,"SMS/Text messaging, Voice Calls, Mobile data/Internet, None of the above",No,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",4.9
Male,College of Science,Yes,600,Off-campus,Yes,Occasionally,4,"SMS/Text messaging, Voice Calls",No,No,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",6.78
Female,College of Art and Built Environment,No,100,Off-campus,Yes,Occasionally,1,"Mobile data/Internet, Voice Calls, None of the above",No,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",8.97
Male,College of Engineering,Yes,100,Off-campus,No,Several times a week,3,"None of the above, Mobile data/Internet, SMS/Text messaging",Yes,Yes,"High costs/pricing, Poor network quality/coverage",3.3
Male,College of Science,Yes,500,Off-campus,No,Daily,2,"Mobile data/Internet, SMS/Text messaging, Voice Calls",No,No,"Insufficient data allowance, Poor network quality/coverage",7.84
Male,School of Business,No,500,Off-campus,Yes,Daily,2,"Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,Yes,"High costs/pricing, Insufficient data allowance",5.45
Male,College of Engineering,Yes,300,Off-campus,No,Daily,4,"Mobile data/Internet, Voice Calls, None of the above",No,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",1.02
Female,College of Humanity and Social Science,Yes,100,Off-campus,No,Daily,4,"Voice Calls, SMS/Text messaging, None of the above",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage",3.16
Female,College of Engineering,Yes,100,On-campus,No,Daily,2,"None of the above, Voice Calls",Yes,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",1.56
Female,College of Science,Yes,300,Off-campus,No,Daily,1,"Voice Calls, Mobile data/Internet, None of the above",No,Yes,"High costs/pricing, Poor network quality/coverage",5.54
Male,College of Engineering,No,300,Off-campus,No,Rarely,3,"Mobile data/Internet, None of the above",No,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance, Poor network quality/coverage",1.7
Female,College of Engineering,Yes,400,Off-campus,No,Occasionally,4,"Voice Calls, Mobile data/Internet, None of the above",Yes,No,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",1.72
Female,College of Engineering,Yes,100,Off-campus,No,Daily,1,"Voice Calls, None of the above, Mobile data/Internet, SMS/Text messaging",Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",3.09
Female,College of Humanity and Social Science,Yes,300,Off-campus,Yes,Several times a week,2,None of the above,No,No,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",9.49
Female,College of Art and Built Environment,No,400,Off-campus,Yes,Never,4,"None of the above, SMS/Text messaging, Voice Calls",Yes,Yes,"Insufficient data allowance, High costs/pricing",0.64
Female,College of Art and Built Environment,Yes,100,Off-campus,Yes,Occasionally,5,"SMS/Text messaging, Voice Calls, Mobile data/Internet, None of the above",No,Yes,"High costs/pricing, Insufficient data allowance",5.7
Female,College of Art and Built Environment,Yes,300,On-campus,Yes,Daily,2,"SMS/Text messaging, None of the above",No,No,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",1.28
Male,College of Engineering,Yes,200,On-campus,No,Several times a week,4,"Mobile data/Internet, None of the above, SMS/Text messaging, Voice Calls",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",4.21
Female,School of Business,No,400,Off-campus,No,Several times a week,4,"Voice Calls, Mobile data/Internet, None of the above, SMS/Text messaging",Yes,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",5.77
Male,College of Art and Built Environment,No,100,Off-campus,No,Daily,5,None of the above,Yes,Yes,Insufficient data allowance,8.73
Female,School of Business,Yes,100,Off-campus,Yes,Occasionally,5,None of the above,No,No,"Insufficient data allowance, High costs/pricing",6.73
Male,College of Art and Built Environment,Yes,200,Off-campus,Yes,Occasionally,3,"SMS/Text messaging, None of the above, Voice Calls",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",7.24
Female,College of Engineering,No,200,On-campus,Yes,Daily,1,"SMS/Text messaging, Voice Calls",No,Yes,"Poor network quality/coverage, High costs/pricing",2.69
Female,College of Science,No,100,On-campus,Yes,Several times a week,5,"None of the above, Voice Calls, Mobile data/Internet",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage",5.47
Male,School of Business,Yes,400,Off-campus,No,Daily,4,None of the above,Yes,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",0.76
Male,College of Science,Yes,500,Off-campus,No,Daily,1,"Voice Calls, None of the above, Mobile data/Internet",No,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",9.48
Male,College of Engineering,Yes,500,Off-campus,Yes,Several times a week,5,"SMS/Text messaging, Voice Calls, None of the above",Yes,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",9.79
Male,School of Business,Yes,300,Off-campus,Yes,Never,4,"None of the above, Voice Calls, Mobile data/Internet, SMS/Text messaging",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",4.28
Male,College of Science,No,400,Off-campus,Yes,Daily,3,None of the above,No,Yes,Insufficient data allowance,9.55
Female,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Daily,5,"None of the above, Mobile data/Internet, SMS/Text messaging, Voice Calls",Yes,No,Unsatisfactory customer service,5.28
Male,College of Engineering,Yes,200,Off-campus,No,Rarely,2,"Mobile data/Internet, SMS/Text messaging",Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",8.87
Female,College of Humanity and Social Science,Yes,400,Off-campus,No,Daily,3,"SMS/Text messaging, Voice Calls",Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",1.1
Male,College of Humanity and Social Science,Yes,200,On-campus,Yes,Several times a week,3,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",Yes,Yes,Poor network quality/coverage,6.99
Male,School of Business,Yes,600,Off-campus,No,Never,5,None of the above,Yes,Yes,"Poor network quality/coverage, High costs/pricing",1.4
Male,College of Agriculture and Natural Resources,Yes,200,Off-campus,Yes,Several times a week,2,"Voice Calls, Mobile data/Internet, SMS/Text messaging, None of the above",No,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",6.87
Female,College of Art and Built Environment,Yes,400,Off-campus,No,Occasionally,4,"None of the above, Voice Calls, SMS/Text messaging",Yes,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",7.49
Male,School of Business,Yes,100,Off-campus,No,Daily,4,"SMS/Text messaging, None of the above",No,No,High costs/pricing,4.46
Female,College of Engineering,Yes,400,Off-campus,No,Daily,2,"SMS/Text messaging, Mobile data/Internet",No,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",4.76
Female,College of Art and Built Environment,No,200,Off-campus,No,Daily,1,"None of the above, Voice Calls, SMS/Text messaging",No,Yes,"Poor network quality/coverage, Insufficient data allowance",4.05
Female,College of Science,No,400,Off-campus,No,Several times a week,2,Voice Calls,No,Yes,"High costs/pricing, Insufficient data allowance",3.73
Female,School of Business,No,500,Off-campus,No,Occasionally,3,Mobile data/Internet,Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",6.67
Female,College of Humanity and Social Science,Yes,200,Off-campus,Yes,Several times a week,4,"None of the above, Mobile data/Internet, Voice Calls",Yes,Yes,Poor network quality/coverage,4.54
Male,College of Engineering,No,400,Off-campus,No,Daily,4,"Mobile data/Internet, None of the above, Voice Calls",Yes,Yes,"High costs/pricing, Insufficient data allowance",3.93
Female,College of Engineering,Yes,300,Off-campus,No,Occasionally,2,"Voice Calls, Mobile data/Internet, SMS/Text messaging",No,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",7.88
Male,School of Business,Yes,200,On-campus,Yes,Occasionally,2,SMS/Text messaging,No,Yes,"Unsatisfactory customer service, Insufficient data allowance",6.73
Female,School of Business,Yes,400,Off-campus,Yes,Several times a week,2,"SMS/Text messaging, Mobile data/Internet",Yes,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",1.77
Female,College of Humanity and Social Science,Yes,300,Off-campus,No,Several times a week,5,None of the above,No,Yes,"Insufficient data allowance, Poor network quality/coverage",5.22
Male,College of Art and Built Environment,Yes,600,Off-campus,Yes,Daily,4,Mobile data/Internet,No,No,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",4.19
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Daily,1,"Mobile data/Internet, Voice Calls, None of the above",No,Yes,High costs/pricing,6.68
Female,College of Art and Built Environment,Yes,500,On-campus,No,Several times a week,4,"Mobile data/Internet, SMS/Text messaging, None of the above",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing",6.58
Male,College of Humanity and Social Science,No,400,On-campus,No,Rarely,5,"None of the above, SMS/Text messaging",No,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",9.35
Female,College of Agriculture and Natural Resources,Yes,400,On-campus,No,Daily,2,"SMS/Text messaging, None of the above, Mobile data/Internet",No,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage",0.62
Male,School of Business,No,400,On-campus,Yes,Never,1,"Voice Calls, SMS/Text messaging, None of the above",Yes,Yes,"Unsatisfactory customer service, Insufficient data allowance",0.94
Male,College of Humanity and Social Science,No,400,Off-campus,Yes,Occasionally,4,"SMS/Text messaging, Mobile data/Internet, None of the above",No,Yes,"Insufficient data allowance, Poor network quality/coverage",9.99
Male,College of Engineering,Yes,200,Off-campus,No,Occasionally,4,"Mobile data/Internet, SMS/Text messaging",No,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing",5.67
Female,College of Engineering,No,500,Off-campus,No,Occasionally,3,"Mobile data/Internet, Voice Calls, SMS/Text messaging",No,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",2.63
Female,School of Business,No,400,Off-campus,No,Never,2,"Voice Calls, SMS/Text messaging, None of the above",Yes,Yes,Unsatisfactory customer service,7.98
Male,College of Engineering,Yes,500,Off-campus,Yes,Daily,5,Voice Calls,No,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",4.03
Male,College of Science,Yes,500,Off-campus,No,Several times a week,5,"None of the above, Mobile data/Internet, SMS/Text messaging",No,No,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",6.11
Female,College of Science,No,500,Off-campus,Yes,Several times a week,1,"Voice Calls, SMS/Text messaging, None of the above",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",0.87
Male,College of Engineering,Yes,200,Off-campus,Yes,Rarely,5,"Voice Calls, None of the above, SMS/Text messaging, Mobile data/Internet",No,Yes,"High costs/pricing, Insufficient data allowance",7.02
Male,College of Art and Built Environment,Yes,300,Off-campus,Yes,Several times a week,3,"Voice Calls, SMS/Text messaging, None of the above, Mobile data/Internet",No,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",9.55
Female,College of Engineering,No,400,Off-campus,No,Rarely,4,"Voice Calls, Mobile data/Internet, None of the above",Yes,Yes,"Poor network quality/coverage, High costs/pricing",3.11
Male,College of Engineering,Yes,200,Off-campus,No,Occasionally,2,"Voice Calls, SMS/Text messaging, Mobile data/Internet, None of the above",No,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",9.19
Male,College of Science,Yes,100,Off-campus,No,Daily,4,"SMS/Text messaging, Mobile data/Internet, None of the above, Voice Calls",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",4.54
Female,College of Humanity and Social Science,Yes,400,On-campus,Yes,Several times a week,5,SMS/Text messaging,Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing",7.09
Male,College of Engineering,Yes,400,Off-campus,Yes,Several times a week,4,SMS/Text messaging,Yes,Yes,Poor network quality/coverage,7.29
Female,College of Art and Built Environment,Yes,400,On-campus,Yes,Daily,5,Voice Calls,No,Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",8.3
Female,College of Art and Built Environment,Yes,100,Off-campus,Yes,Several times a week,1,"SMS/Text messaging, None of the above, Voice Calls",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage",6.18
Female,College of Art and Built Environment,Yes,400,On-campus,Yes,Several times a week,2,Voice Calls,Yes,Yes,High costs/pricing,3.77
Female,College of Engineering,Yes,100,On-campus,Yes,Several times a week,5,"Mobile data/Internet, SMS/Text messaging, None of the above, Voice Calls",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage",1.78
Male,College of Humanity and Social Science,No,300,Off-campus,Yes,Several times a week,1,None of the above,No,Yes,High costs/pricing,4.3
Female,College of Science,Yes,300,Off-campus,No,Daily,2,"Voice Calls, SMS/Text messaging",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage",1.69
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Occasionally,3,Mobile data/Internet,No,Yes,"Poor network quality/coverage, Insufficient data allowance",3.53
Female,School of Business,Yes,300,Off-campus,Yes,Several times a week,5,Voice Calls,No,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",1.22
Male,College of Agriculture and Natural Resources,Yes,500,Off-campus,No,Never,4,"SMS/Text messaging, Mobile data/Internet, Voice Calls",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",9.55
Female,College of Humanity and Social Science,Yes,200,Off-campus,Yes,Several times a week,3,SMS/Text messaging,Yes,Yes,Poor network quality/coverage,6.66
Male,School of Business,Yes,200,Off-campus,No,Several times a week,1,"Voice Calls, SMS/Text messaging",Yes,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",7.14
Male,College of Humanity and Social Science,No,100,Off-campus,Yes,Occasionally,2,"Mobile data/Internet, None of the above",Yes,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",7.56
Female,College of Engineering,Yes,400,Off-campus,Yes,Daily,4,"Mobile data/Internet, SMS/Text messaging, None of the above",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service",1.8
Male,School of Business,No,100,Off-campus,Yes,Occasionally,2,"None of the above, Voice Calls, SMS/Text messaging, Mobile data/Internet",No,Yes,High costs/pricing,9.37
Female,College of Agriculture and Natural Resources,Yes,100,Off-campus,No,Occasionally,2,"None of the above, Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",2.14
Male,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Several times a week,2,Mobile data/Internet,Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing, Insufficient data allowance",3.08
Female,College of Engineering,Yes,300,Off-campus,No,Occasionally,4,"Voice Calls, SMS/Text messaging, Mobile data/Internet, None of the above",Yes,Yes,"High costs/pricing, Unsatisfactory customer service",1.23
Male,College of Science,No,600,Off-campus,No,Occasionally,5,"Mobile data/Internet, Voice Calls, None of the above",Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",8.73
Female,School of Business,Yes,100,On-campus,No,Daily,2,SMS/Text messaging,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service",7.33
Male,College of Art and Built Environment,Yes,600,Off-campus,No,Several times a week,1,"SMS/Text messaging, Mobile data/Internet, None of the above, Voice Calls",No,No,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",8.07
Male,School of Business,Yes,100,Off-campus,Yes,Daily,4,"Voice Calls, None of the above",Yes,Yes,"Unsatisfactory customer service, Insufficient data allowance",6.44
Male,School of Business,Yes,200,Off-campus,No,Occasionally,4,"SMS/Text messaging, Mobile data/Internet, Voice Calls, None of the above",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service",9.89
Female,College of Humanity and Social Science,Yes,500,Off-campus,Yes,Daily,1,"None of the above, Voice Calls, SMS/Text messaging",No,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",3.23
Male,College of Humanity and Social Science,No,300,On-campus,No,Daily,4,"SMS/Text messaging, None of the above, Voice Calls, Mobile data/Internet",No,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",4.05
Female,College of Science,No,400,On-campus,Yes,Occasionally,2,Mobile data/Internet,No,No,"High costs/pricing, Poor network quality/coverage",9.36
Male,College of Engineering,No,600,Off-campus,Yes,Several times a week,4,"SMS/Text messaging, None of the above",No,No,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing, Insufficient data allowance",9.13
Female,College of Agriculture and Natural Resources,Yes,200,On-campus,No,Daily,3,"Mobile data/Internet, None of the above, SMS/Text messaging",No,Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",6.59
Female,College of Engineering,No,300,On-campus,Yes,Daily,1,"SMS/Text messaging, None of the above, Mobile data/Internet",Yes,Yes,Poor network quality/coverage,9.31
Male,College of Art and Built Environment,Yes,400,Off-campus,Yes,Daily,2,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",Yes,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage",5.06
Male,School of Business,No,100,Off-campus,Yes,Occasionally,3,"Mobile data/Internet, None of the above",No,No,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",6.27
Female,College of Art and Built Environment,Yes,200,Off-campus,Yes,Several times a week,2,"Mobile data/Internet, SMS/Text messaging, Voice Calls, None of the above",Yes,Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",5.47
Female,College of Engineering,Yes,300,Off-campus,No,Daily,5,"Voice Calls, None of the above, SMS/Text messaging",Yes,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",1.09
Male,School of Business,Yes,400,Off-campus,No,Daily,4,"Voice Calls, None of the above, Mobile data/Internet, SMS/Text messaging",Yes,Yes,Poor network quality/coverage,8.01
Male,College of Agriculture and Natural Resources,Yes,600,Off-campus,Yes,Daily,4,"None of the above, Mobile data/Internet",Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",5.69
Male,College of Humanity and Social Science,No,200,Off-campus,Yes,Rarely,1,"SMS/Text messaging, Voice Calls, Mobile data/Internet",Yes,No,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",9.52
Male,School of Business,Yes,400,Off-campus,No,Several times a week,1,"SMS/Text messaging, Voice Calls, Mobile data/Internet, None of the above",No,No,Insufficient data allowance,2.38
Male,College of Humanity and Social Science,Yes,500,Off-campus,No,Several times a week,1,"Mobile data/Internet, Voice Calls, SMS/Text messaging",Yes,No,Insufficient data allowance,8.22
Male,College of Engineering,Yes,100,Off-campus,Yes,Several times a week,5,"None of the above, Voice Calls",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service",9.79
Female,College of Engineering,Yes,400,Off-campus,Yes,Daily,2,None of the above,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",9.46
Male,College of Agriculture and Natural Resources,Yes,400,On-campus,No,Several times a week,2,Voice Calls,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service",4.22
Male,College of Humanity and Social Science,Yes,500,Off-campus,No,Daily,2,"None of the above, Mobile data/Internet",No,Yes,Poor network quality/coverage,9.93
Male,College of Engineering,No,100,Off-campus,Yes,Several times a week,2,"Mobile data/Internet, None of the above",Yes,Yes,"Unsatisfactory customer service, High costs/pricing",8.34
Female,College of Humanity and Social Science,Yes,400,Off-campus,No,Daily,5,"SMS/Text messaging, Mobile data/Internet, None of the above, Voice Calls",Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance, Poor network quality/coverage",6.44
Female,School of Business,Yes,300,On-campus,Yes,Occasionally,1,"SMS/Text messaging, Mobile data/Internet",Yes,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",3.78
Male,College of Agriculture and Natural Resources,Yes,100,Off-campus,No,Occasionally,3,"Mobile data/Internet, None of the above, SMS/Text messaging",Yes,Yes,Unsatisfactory customer service,9.7
Female,College of Engineering,Yes,500,Off-campus,No,Several times a week,2,"None of the above, Mobile data/Internet",Yes,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",2.51
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Daily,4,"Mobile data/Internet, None of the above, Voice Calls",No,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",7.31
Male,School of Business,Yes,400,Off-campus,Yes,Rarely,1,"Mobile data/Internet, None of the above",No,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",7.71
Female,College of Engineering,Yes,400,Off-campus,No,Daily,5,"SMS/Text messaging, Mobile data/Internet",Yes,Yes,"High costs/pricing, Poor network quality/coverage",0.63
Male,College of Engineering,Yes,600,On-campus,No,Daily,3,Mobile data/Internet,Yes,No,"Unsatisfactory customer service, High costs/pricing",6.42
Male,College of Engineering,Yes,400,Off-campus,Yes,Occasionally,1,"Mobile data/Internet, SMS/Text messaging, Voice Calls, None of the above",No,Yes,Poor network quality/coverage,7.88
Male,College of Science,Yes,200,Off-campus,No,Occasionally,5,"Mobile data/Internet, Voice Calls, SMS/Text messaging, None of the above",Yes,No,Unsatisfactory customer service,2.4
Male,College of Humanity and Social Science,Yes,500,Off-campus,No,Several times a week,4,"Voice Calls, SMS/Text messaging",No,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",9.91
Female,School of Business,Yes,400,Off-campus,Yes,Several times a week,3,"SMS/Text messaging, Voice Calls, Mobile data/Internet, None of the above",No,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",2.85
Female,College of Agriculture and Natural Resources,Yes,100,Off-campus,No,Occasionally,1,Voice Calls,Yes,No,Poor network quality/coverage,2.81
Female,College of Art and Built Environment,No,600,On-campus,No,Daily,1,"None of the above, SMS/Text messaging",No,Yes,Unsatisfactory customer service,6.8
Female,College of Art and Built Environment,No,600,Off-campus,No,Several times a week,1,"Voice Calls, SMS/Text messaging, None of the above",No,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",7.71
