Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Services_Used,Data_Exhaustion,Other_Networks,Reasons_Discontinue,Monthly_Data_Usage
Female,College of Engineering,Yes,400,Off-campus,No,Daily,1,Voice Calls,No,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",9.02
Male,College of Art and Built Environment,Yes,100,Off-campus,No,Daily,1,"SMS/Text messaging, Voice Calls",No,No,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance",4.15
Male,College of Engineering,Yes,100,On-campus,Yes,Daily,4,"Voice Calls, Mobile data/Internet",Yes,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",8.76
Male,College of Science,Yes,200,Off-campus,No,Several times a week,1,None of the above,No,No,Unsatisfactory customer service,7.31
Male,College of Science,Yes,300,Off-campus,Yes,Daily,1,"SMS/Text messaging, Voice Calls, None of the above",No,Yes,"High costs/pricing, Unsatisfactory customer service",1.45
Male,College of Humanity and Social Science,Yes,100,Off-campus,No,Occasionally,4,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",Yes,Yes,Insufficient data allowance,4.52
Female,School of Business,No,100,Off-campus,Yes,Occasionally,2,"Mobile data/Internet, SMS/Text messaging",Yes,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",5.16
Female,College of Humanity and Social Science,Yes,400,Off-campus,Yes,Occasionally,5,Mobile data/Internet,No,Yes,Unsatisfactory customer service,3.14
Female,College of Science,Yes,300,Off-campus,No,Daily,2,"Voice Calls, SMS/Text messaging, None of the above, Mobile data/Internet",No,No,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",1.27
Female,College of Engineering,Yes,300,On-campus,No,Several times a week,2,Voice Calls,Yes,No,"High costs/pricing, Poor network quality/coverage",5.27
Female,College of Art and Built Environment,Yes,400,Off-campus,No,Daily,1,Mobile data/Internet,No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",8.25
Male,College of Science,Yes,200,Off-campus,No,Occasionally,1,"Voice Calls, SMS/Text messaging, Mobile data/Internet",No,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",2.79
Female,College of Art and Built Environment,Yes,600,Off-campus,Yes,Daily,3,"SMS/Text messaging, None of the above, Voice Calls",No,No,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",9.28
Female,School of Business,Yes,200,Off-campus,No,Occasionally,2,"Mobile data/Internet, None of the above, SMS/Text messaging, Voice Calls",No,Yes,"Insufficient data allowance, High costs/pricing",0.54
Female,College of Humanity and Social Science,No,200,Off-campus,Yes,Daily,3,"SMS/Text messaging, None of the above",Yes,Yes,Poor network quality/coverage,6.43
Male,College of Humanity and Social Science,Yes,100,Off-campus,No,Several times a week,1,"SMS/Text messaging, Voice Calls, Mobile data/Internet, None of the above",No,No,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",2.79
Female,College of Agriculture and Natural Resources,Yes,200,On-campus,No,Daily,6,SMS/Text messaging,No,No,None,2.04
Female,College of Agriculture and Natural Resources,No,200,On-campus,No,Daily,6,"Voice Calls, None of the above",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",5.74
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Daily,2,"None of the above, SMS/Text messaging, Mobile data/Internet, Voice Calls",No,No,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",5.1
Female,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Daily,5,"None of the above, SMS/Text messaging, Voice Calls, Mobile data/Internet",Yes,No,"Poor network quality/coverage, Unsatisfactory customer service",3.73
Female,College of Agriculture and Natural Resources,Yes,600,Off-campus,No,Occasionally,2,"SMS/Text messaging, Mobile data/Internet, None of the above, Voice Calls",Yes,Yes,Insufficient data allowance,1.29
Male,College of Engineering,No,500,On-campus,Yes,Occasionally,4,"Mobile data/Internet, None of the above",No,No,"Unsatisfactory customer service, High costs/pricing",3.94
Male,College of Science,Yes,400,Off-campus,No,Several times a week,4,"Mobile data/Internet, None of the above",No,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",1.93
Male,College of Science,Yes,100,Off-campus,Yes,Several times a week,5,"Mobile data/Internet, SMS/Text messaging, None of the above",Yes,Yes,High costs/pricing,7.82
Female,College of Humanity and Social Science,No,200,Off-campus,No,Several times a week,3,"None of the above, Mobile data/Internet",Yes,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",0.94
Male,College of Art and Built Environment,No,400,Off-campus,Yes,Occasionally,2,"Mobile data/Internet, None of the above, SMS/Text messaging, Voice Calls",No,Yes,"Insufficient data allowance, Unsatisfactory customer service",7.42
Male,College of Art and Built Environment,Yes,100,Off-campus,Yes,Occasionally,4,"None of the above, SMS/Text messaging, Mobile data/Internet",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",8.32
Female,College of Humanity and Social Science,Yes,600,Off-campus,No,Several times a week,5,"SMS/Text messaging, None of the above, Voice Calls",No,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",5.47
Male,College of Humanity and Social Science,Yes,200,Off-campus,No,Rarely,5,"SMS/Text messaging, Voice Calls, Mobile data/Internet",Yes,Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",3.03
Female,College of Humanity and Social Science,No,100,Off-campus,No,Never,2,SMS/Text messaging,No,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",6.26
Female,College of Art and Built Environment,No,300,On-campus,Yes,Daily,3,None of the above,Yes,Yes,High costs/pricing,10.03
Male,School of Business,Yes,200,Off-campus,No,Several times a week,1,"SMS/Text messaging, Voice Calls",Yes,Yes,Poor network quality/coverage,7.25
Male,College of Art and Built Environment,No,200,Off-campus,No,Occasionally,4,"SMS/Text messaging, Voice Calls, Mobile data/Internet, None of the above",No,Yes,Poor network quality/coverage,5.04
Male,College of Art and Built Environment,No,600,On-campus,No,Daily,1,Voice Calls,No,Yes,Unsatisfactory customer service,1.91
Male,College of Art and Built Environment,No,600,Off-campus,No,Several times a week,1,"None of the above, SMS/Text messaging, Voice Calls, Mobile data/Internet",Yes,Yes,"High costs/pricing, Insufficient data allowance",6.7
Female,College of Science,Yes,100,Off-campus,No,Daily,4,"Mobile data/Internet, None of the above",No,No,"High costs/pricing, Unsatisfactory customer service",1.96
Male,College of Science,Yes,400,Off-campus,No,Several times a week,3,Mobile data/Internet,Yes,Yes,"Insufficient data allowance, High costs/pricing",3.4
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Occasionally,2,"SMS/Text messaging, Voice Calls, Mobile data/Internet",No,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",6.79
Male,College of Agriculture and Natural Resources,Yes,200,Off-campus,Yes,Several times a week,5,"Voice Calls, SMS/Text messaging, None of the above, Mobile data/Internet",No,Yes,"Poor network quality/coverage, Insufficient data allowance",3.41
Male,College of Science,Yes,400,Off-campus,Yes,Daily,1,"Voice Calls, SMS/Text messaging, None of the above",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",7.98
Female,College of Agriculture and Natural Resources,Yes,100,Off-campus,No,Several times a week,3,Mobile data/Internet,Yes,Yes,"High costs/pricing, Insufficient data allowance",8.02
Male,College of Humanity and Social Science,Yes,400,Off-campus,Yes,Rarely,1,"Voice Calls, Mobile data/Internet, None of the above, SMS/Text messaging",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage",9.57
Female,School of Business,Yes,100,Off-campus,Yes,Daily,4,"Voice Calls, None of the above",No,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",0.98
Female,College of Agriculture and Natural Resources,Yes,300,Off-campus,No,Occasionally,4,Mobile data/Internet,Yes,Yes,Unsatisfactory customer service,3.25
Female,College of Engineering,No,200,Off-campus,Yes,Daily,1,"None of the above, Mobile data/Internet",No,Yes,None,1.24
Male,College of Art and Built Environment,No,500,Off-campus,Yes,Occasionally,2,SMS/Text messaging,No,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",5.48
Female,College of Science,Yes,600,Off-campus,No,Several times a week,2,"None of the above, Voice Calls, Mobile data/Internet",No,No,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",1.97
Female,College of Engineering,Yes,400,Off-campus,No,Daily,1,"Mobile data/Internet, None of the above, Voice Calls, SMS/Text messaging",Yes,Yes,"Unsatisfactory customer service, High costs/pricing",10.19
Female,College of Engineering,Yes,400,Off-campus,Yes,Daily,2,"None of the above, Mobile data/Internet, SMS/Text messaging, Voice Calls",Yes,Yes,Unsatisfactory customer service,5.31
Female,College of Science,Yes,200,On-campus,No,Several times a week,1,"None of the above, SMS/Text messaging",Yes,Yes,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",7.86
Male,College of Science,Yes,300,Off-campus,Yes,Occasionally,3,"Mobile data/Internet, None of the above, SMS/Text messaging",No,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",9.0
Female,College of Agriculture and Natural Resources,Yes,200,Off-campus,Yes,Several times a week,2,"None of the above, SMS/Text messaging, Voice Calls, Mobile data/Internet",Yes,Yes,High costs/pricing,5.8
Female,College of Art and Built Environment,Yes,200,Off-campus,No,Several times a week,4,None of the above,No,Yes,Poor network quality/coverage,9.16
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,No,Occasionally,2,"Mobile data/Internet, None of the above",No,Yes,Insufficient data allowance,8.91
Female,College of Science,No,400,Off-campus,Yes,Several times a week,3,"SMS/Text messaging, Mobile data/Internet",Yes,Yes,Unsatisfactory customer service,4.86
Female,College of Art and Built Environment,Yes,200,Off-campus,No,Rarely,1,SMS/Text messaging,No,Yes,Poor network quality/coverage,5.64
Male,College of Engineering,Yes,300,Off-campus,Yes,Occasionally,6,"Mobile data/Internet, SMS/Text messaging, Voice Calls",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",0.76
Female,College of Engineering,Yes,500,Off-campus,No,Several times a week,3,"None of the above, SMS/Text messaging",Yes,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",7.09
Female,College of Art and Built Environment,No,200,Off-campus,No,Several times a week,5,"None of the above, Mobile data/Internet, SMS/Text messaging",No,Yes,High costs/pricing,2.68
Male,School of Business,Yes,200,Off-campus,No,Rarely,3,"Mobile data/Internet, None of the above, Voice Calls, SMS/Text messaging",No,Yes,Unsatisfactory customer service,7.65
Female,College of Agriculture and Natural Resources,Yes,400,On-campus,Yes,Several times a week,6,"Mobile data/Internet, None of the above",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",1.34
Female,College of Science,Yes,200,Off-campus,No,Occasionally,5,"None of the above, SMS/Text messaging",No,No,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",5.23
Male,College of Art and Built Environment,Yes,500,Off-campus,Yes,Rarely,2,"None of the above, Mobile data/Internet, SMS/Text messaging, Voice Calls",Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",1.23
Female,College of Agriculture and Natural Resources,Yes,500,Off-campus,Yes,Several times a week,2,"Voice Calls, SMS/Text messaging, None of the above, Mobile data/Internet",Yes,Yes,High costs/pricing,1.53
Male,College of Humanity and Social Science,Yes,500,Off-campus,Yes,Several times a week,4,"None of the above, SMS/Text messaging",Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",1.34
Female,College of Art and Built Environment,Yes,200,Off-campus,No,Daily,6,"SMS/Text messaging, Mobile data/Internet, None of the above, Voice Calls",No,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",5.84
Male,College of Agriculture and Natural Resources,No,100,On-campus,No,Daily,5,Voice Calls,No,Yes,"Insufficient data allowance, Poor network quality/coverage",10.12
Female,College of Engineering,No,300,Off-campus,Yes,Occasionally,3,None of the above,Yes,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",9.62
Male,College of Engineering,Yes,200,Off-campus,Yes,Rarely,2,"Mobile data/Internet, None of the above, SMS/Text messaging",Yes,Yes,Insufficient data allowance,5.69
Male,College of Science,Yes,600,Off-campus,No,Several times a week,4,"SMS/Text messaging, Voice Calls, Mobile data/Internet, None of the above",No,Yes,Unsatisfactory customer service,3.68
Female,College of Science,Yes,400,On-campus,No,Never,1,"Voice Calls, None of the above, Mobile data/Internet, SMS/Text messaging",Yes,Yes,High costs/pricing,9.26
Female,College of Agriculture and Natural Resources,Yes,600,Off-campus,No,Occasionally,1,"Voice Calls, None of the above, Mobile data/Internet",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",6.83
Female,College of Science,No,200,Off-campus,Yes,Several times a week,1,None of the above,No,No,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",6.22
Male,College of Art and Built Environment,No,400,Off-campus,No,Several times a week,2,"Voice Calls, None of the above, SMS/Text messaging, Mobile data/Internet",No,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",3.99
Male,College of Engineering,Yes,200,On-campus,No,Occasionally,2,"Voice Calls, None of the above, Mobile data/Internet, SMS/Text messaging",Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance, Poor network quality/coverage",6.81
Male,College of Art and Built Environment,Yes,400,On-campus,No,Several times a week,2,"None of the above, Voice Calls, Mobile data/Internet",Yes,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",2.57
Female,College of Engineering,No,500,On-campus,Yes,Daily,1,"Voice Calls, SMS/Text messaging, Mobile data/Internet, None of the above",No,No,Unsatisfactory customer service,0.63
Female,College of Art and Built Environment,Yes,500,Off-campus,Yes,Several times a week,3,"None of the above, Voice Calls, Mobile data/Internet",No,Yes,"High costs/pricing, Unsatisfactory customer service",4.33
Male,School of Business,Yes,400,Off-campus,Yes,Daily,6,None of the above,Yes,No,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",7.22
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Occasionally,2,"Voice Calls, Mobile data/Internet, None of the above, SMS/Text messaging",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",7.83
Male,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Several times a week,3,"Mobile data/Internet, None of the above",Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service",3.32
Male,College of Engineering,Yes,300,Off-campus,Yes,Occasionally,3,"Mobile data/Internet, None of the above",Yes,Yes,"Poor network quality/coverage, High costs/pricing",1.83
Female,College of Science,Yes,500,On-campus,Yes,Daily,1,"Mobile data/Internet, None of the above, SMS/Text messaging",Yes,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",7.17
Male,College of Engineering,No,400,Off-campus,Yes,Occasionally,3,"Voice Calls, None of the above, SMS/Text messaging",Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",4.88
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,No,Daily,4,Mobile data/Internet,No,Yes,"Poor network quality/coverage, High costs/pricing",8.05
Male,School of Business,Yes,400,Off-campus,Yes,Occasionally,4,"SMS/Text messaging, Voice Calls, Mobile data/Internet, None of the above",Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",7.54
Female,College of Science,Yes,400,On-campus,No,Several times a week,2,None of the above,No,Yes,High costs/pricing,8.67
Female,College of Engineering,Yes,500,Off-campus,Yes,Several times a week,3,Mobile data/Internet,No,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",4.08
Female,College of Art and Built Environment,No,400,On-campus,No,Occasionally,5,"Voice Calls, Mobile data/Internet, None of the above",No,Yes,None,5.93
Female,School of Business,No,300,Off-campus,No,Never,4,"Voice Calls, SMS/Text messaging, None of the above, Mobile data/Internet",Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",4.39
Female,College of Agriculture and Natural Resources,Yes,200,Off-campus,Yes,Daily,4,SMS/Text messaging,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",6.39
Male,College of Humanity and Social Science,Yes,400,On-campus,No,Several times a week,3,"None of the above, Mobile data/Internet, SMS/Text messaging, Voice Calls",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage",8.77
Female,School of Business,Yes,600,Off-campus,No,Never,1,"SMS/Text messaging, Voice Calls",No,Yes,"High costs/pricing, Unsatisfactory customer service",1.58
Male,College of Science,Yes,600,Off-campus,Yes,Daily,3,"None of the above, Mobile data/Internet, SMS/Text messaging, Voice Calls",Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",9.44
Male,College of Art and Built Environment,Yes,100,Off-campus,Yes,Daily,3,"Mobile data/Internet, SMS/Text messaging, Voice Calls",No,No,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",5.32
Male,School of Business,No,200,Off-campus,Yes,Several times a week,3,"Voice Calls, Mobile data/Internet, None of the above",No,Yes,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",5.52
Female,School of Business,Yes,400,Off-campus,No,Never,6,"SMS/Text messaging, Voice Calls, None of the above",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage",7.38
Male,School of Business,Yes,400,Off-campus,Yes,Occasionally,1,"Mobile data/Internet, SMS/Text messaging",Yes,No,"Insufficient data allowance, Poor network quality/coverage",5.35
Male,College of Engineering,Yes,100,Off-campus,No,Daily,1,"SMS/Text messaging, Mobile data/Internet, None of the above, Voice Calls",Yes,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",4.29
Male,College of Art and Built Environment,Yes,300,Off-campus,No,Occasionally,3,"SMS/Text messaging, Voice Calls",No,Yes,Insufficient data allowance,4.03
Male,College of Art and Built Environment,No,600,Off-campus,No,Occasionally,4,"Voice Calls, SMS/Text messaging, Mobile data/Internet, None of the above",No,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",1.02
Female,College of Humanity and Social Science,Yes,300,Off-campus,No,Several times a week,5,"None of the above, Mobile data/Internet, SMS/Text messaging",No,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",9.17
Male,College of Science,Yes,100,On-campus,No,Daily,6,Voice Calls,No,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",6.91
Female,College of Engineering,Yes,400,Off-campus,No,Occasionally,2,None of the above,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",1.21
Male,School of Business,Yes,400,Off-campus,No,Occasionally,3,"SMS/Text messaging, Voice Calls, Mobile data/Internet, None of the above",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service",5.22
Female,School of Business,No,300,Off-campus,No,Occasionally,3,SMS/Text messaging,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",7.98
Male,School of Business,No,200,Off-campus,Yes,Never,4,"None of the above, Voice Calls",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",7.65
Male,College of Science,Yes,200,Off-campus,Yes,Daily,1,"Voice Calls, SMS/Text messaging",No,Yes,Poor network quality/coverage,9.35
Male,College of Art and Built Environment,Yes,100,Off-campus,Yes,Daily,4,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service",2.7
Male,School of Business,Yes,100,Off-campus,Yes,Several times a week,5,"None of the above, Voice Calls",Yes,Yes,Insufficient data allowance,7.98
Male,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Several times a week,1,Voice Calls,Yes,Yes,Unsatisfactory customer service,9.23
Male,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Occasionally,3,"None of the above, Mobile data/Internet, SMS/Text messaging",No,Yes,"Poor network quality/coverage, High costs/pricing",1.93
Male,College of Science,No,300,On-campus,No,Several times a week,4,"None of the above, SMS/Text messaging, Mobile data/Internet",Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",1.05
Male,College of Agriculture and Natural Resources,No,100,Off-campus,No,Several times a week,2,Voice Calls,Yes,Yes,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",3.32
Female,College of Humanity and Social Science,No,300,Off-campus,Yes,Several times a week,2,"Voice Calls, None of the above, SMS/Text messaging, Mobile data/Internet",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service",0.85
Male,College of Humanity and Social Science,Yes,500,Off-campus,No,Occasionally,4,"None of the above, Voice Calls, Mobile data/Internet, SMS/Text messaging",Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",7.9
Female,College of Engineering,No,400,Off-campus,Yes,Occasionally,4,None of the above,No,No,"Unsatisfactory customer service, Poor network quality/coverage",5.93
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Several times a week,2,"SMS/Text messaging, None of the above",No,Yes,"Poor network quality/coverage, High costs/pricing",8.76
Female,College of Humanity and Social Science,Yes,400,Off-campus,No,Daily,4,"None of the above, Mobile data/Internet, SMS/Text messaging",No,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",7.66
Male,College of Art and Built Environment,Yes,200,Off-campus,Yes,Daily,2,"None of the above, Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,No,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",0.85
Male,College of Engineering,No,100,Off-campus,No,Rarely,3,"SMS/Text messaging, Mobile data/Internet, Voice Calls",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing, Insufficient data allowance",8.13
Female,College of Humanity and Social Science,Yes,400,Off-campus,Yes,Occasionally,2,"None of the above, Voice Calls, SMS/Text messaging",No,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",5.49
Female,College of Humanity and Social Science,Yes,300,Off-campus,No,Several times a week,1,"Mobile data/Internet, None of the above",No,Yes,"Poor network quality/coverage, High costs/pricing",5.62
Male,School of Business,Yes,300,Off-campus,No,Several times a week,4,"SMS/Text messaging, None of the above, Voice Calls, Mobile data/Internet",No,Yes,High costs/pricing,3.96
Male,College of Humanity and Social Science,No,600,On-campus,No,Occasionally,1,"SMS/Text messaging, Voice Calls, None of the above",No,Yes,None,6.72
Female,College of Art and Built Environment,No,200,Off-campus,Yes,Rarely,1,"SMS/Text messaging, Voice Calls",Yes,Yes,"Insufficient data allowance, High costs/pricing",1.16
Male,College of Art and Built Environment,Yes,400,On-campus,No,Daily,4,"Voice Calls, SMS/Text messaging, None of the above, Mobile data/Internet",No,No,"High costs/pricing, Unsatisfactory customer service",1.84
Male,College of Humanity and Social Science,No,400,Off-campus,No,Occasionally,1,Mobile data/Internet,No,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing",5.47
Male,College of Art and Built Environment,No,300,Off-campus,No,Occasionally,2,Mobile data/Internet,Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance, Poor network quality/coverage",5.87
Male,College of Engineering,Yes,400,Off-campus,No,Occasionally,2,"SMS/Text messaging, None of the above, Mobile data/Internet, Voice Calls",No,Yes,"High costs/pricing, Poor network quality/coverage",5.32
Female,College of Science,Yes,300,Off-campus,Yes,Occasionally,4,"Mobile data/Internet, Voice Calls",No,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",2.05
Female,College of Humanity and Social Science,Yes,400,Off-campus,No,Daily,1,SMS/Text messaging,Yes,No,None,2.83
Male,College of Engineering,Yes,400,Off-campus,Yes,Daily,4,None of the above,No,No,"Poor network quality/coverage, Unsatisfactory customer service",10.02
Female,College of Art and Built Environment,No,100,Off-campus,No,Daily,1,"SMS/Text messaging, Voice Calls",Yes,Yes,"Unsatisfactory customer service, High costs/pricing",1.38
Male,College of Agriculture and Natural Resources,No,400,Off-campus,No,Daily,3,Mobile data/Internet,Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage",9.49
Male,College of Science,Yes,500,On-campus,No,Daily,4,"Voice Calls, None of the above, Mobile data/Internet, SMS/Text messaging",No,Yes,"Insufficient data allowance, Unsatisfactory customer service",9.17
Female,College of Engineering,Yes,200,Off-campus,No,Daily,2,Mobile data/Internet,No,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage",5.22
Male,College of Humanity and Social Science,Yes,300,Off-campus,No,Occasionally,3,"None of the above, SMS/Text messaging, Voice Calls, Mobile data/Internet",Yes,Yes,Insufficient data allowance,9.42
Female,College of Engineering,Yes,200,Off-campus,No,Daily,5,"Mobile data/Internet, SMS/Text messaging",No,Yes,"Poor network quality/coverage, Insufficient data allowance",8.76
Male,College of Agriculture and Natural Resources,Yes,200,Off-campus,Yes,Daily,1,Voice Calls,Yes,Yes,None,9.33
Male,College of Engineering,Yes,500,Off-campus,Yes,Daily,4,"Voice Calls, None of the above, SMS/Text messaging",No,Yes,"Insufficient data allowance, High costs/pricing",0.95
Female,School of Business,No,300,Off-campus,Yes,Several times a week,3,"Voice Calls, Mobile data/Internet",Yes,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",4.79
Male,College of Engineering,No,200,Off-campus,Yes,Occasionally,2,"None of the above, SMS/Text messaging, Mobile data/Internet, Voice Calls",Yes,Yes,Insufficient data allowance,8.94
Female,College of Science,No,300,On-campus,No,Several times a week,5,Mobile data/Internet,Yes,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",4.43
Female,College of Engineering,Yes,100,Off-campus,No,Occasionally,3,"None of the above, Voice Calls",No,Yes,"High costs/pricing, Poor network quality/coverage",2.06
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Several times a week,2,"Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,No,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",9.52
Female,College of Science,Yes,200,Off-campus,Yes,Daily,4,"Mobile data/Internet, SMS/Text messaging, Voice Calls, None of the above",Yes,No,Insufficient data allowance,0.84
Female,College of Science,Yes,400,Off-campus,No,Never,4,"None of the above, Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,Yes,"Poor network quality/coverage, Insufficient data allowance",2.75
Female,College of Engineering,Yes,600,On-campus,No,Never,5,None of the above,No,Yes,None,6.13
Female,School of Business,No,400,Off-campus,No,Several times a week,4,Voice Calls,No,Yes,Unsatisfactory customer service,5.67
Male,College of Science,Yes,300,Off-campus,Yes,Daily,3,"Voice Calls, Mobile data/Internet, None of the above",No,No,"Unsatisfactory customer service, Poor network quality/coverage",5.01
Male,College of Engineering,Yes,100,Off-campus,Yes,Several times a week,2,"None of the above, SMS/Text messaging, Voice Calls",No,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing",7.88
Male,College of Agriculture and Natural Resources,Yes,100,On-campus,Yes,Occasionally,4,"Voice Calls, SMS/Text messaging, None of the above, Mobile data/Internet",No,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",6.71
