Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Voice_Calls,Mobile_Data_Internet,SMS_Text_Messaging,Data_Exhaustion,Other_Networks,Poor_Network_Quality_Coverage,Insufficient_Data_Allowance,Unsatisfactory_Customer_Service,High_Costs_Pricing,Monthly_Data_Usage
Male,School of Business,Yes,100,On-campus,No,Daily,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,0.5
Female,College of Engineering,Yes,600,On-campus,No,Daily,4,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,2.06
Male,School of Business,No,300,Off-campus,Yes,Daily,5,No,No,Yes,No,No,No,No,Yes,No,6.05
Female,College of Engineering,Yes,400,Off-campus,Yes,Several times a week,5,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.34
Female,College of Science,Yes,300,On-campus,No,Occasionally,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.18
Female,School of Business,Yes,100,Off-campus,Yes,Daily,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.29
Male,College of Humanity and Social Science,Yes,100,Off-campus,No,Occasionally,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.95
Male,College of Science,Yes,300,Off-campus,Yes,Occasionally,5,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0.89
Male,College of Art and Built Environment,No,300,Off-campus,No,Several times a week,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,8.44
Male,School of Business,Yes,400,Off-campus,Yes,Daily,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,5.35
Male,College of Engineering,Yes,200,Off-campus,No,Several times a week,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,7.3
Female,College of Humanity and Social Science,No,300,Off-campus,No,Occasionally,1,Yes,Yes,No,Yes,Yes,No,No,Yes,No,5.41
Male,College of Art and Built Environment,Yes,400,On-campus,No,Daily,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.78
Male,College of Science,Yes,400,Off-campus,Yes,Occasionally,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.39
Male,College of Art and Built Environment,Yes,400,Off-campus,No,Occasionally,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.41
Female,School of Business,No,300,Off-campus,Yes,Occasionally,2,No,Yes,Yes,No,Yes,Yes,No,No,Yes,4.55
Female,College of Engineering,Yes,400,Off-campus,Yes,Daily,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.68
Female,College of Engineering,No,500,Off-campus,No,Daily,2,Yes,Yes,Yes,Yes,No,Yes,No,No,No,2.02
Male,College of Humanity and Social Science,Yes,500,Off-campus,Yes,Several times a week,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.68
Female,College of Agriculture and Natural Resources,Yes,300,Off-campus,No,Occasionally,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.98
Male,College of Engineering,Yes,200,On-campus,No,Daily,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.16
Male,College of Humanity and Social Science,Yes,300,Off-campus,No,Daily,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.93
Female,School of Business,Yes,400,Off-campus,No,Several times a week,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,7.44
Female,College of Art and Built Environment,No,100,Off-campus,Yes,Daily,1,Yes,No,Yes,Yes,Yes,No,No,No,No,2.67
Male,School of Business,No,200,On-campus,Yes,Occasionally,2,Yes,Yes,Yes,No,Yes,No,Yes,No,No,2.4
Male,College of Science,Yes,300,Off-campus,Yes,Occasionally,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6.76
Male,College of Art and Built Environment,Yes,200,On-campus,No,Occasionally,4,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,2.6
Female,School of Business,No,400,On-campus,No,Several times a week,3,Yes,Yes,Yes,Yes,Yes,No,No,No,No,6.21
Male,College of Art and Built Environment,Yes,600,Off-campus,No,Occasionally,2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3.85
Female,College of Engineering,No,300,Off-campus,Yes,Occasionally,4,No,Yes,No,No,Yes,No,No,No,No,0.9
Female,College of Agriculture and Natural Resources,Yes,400,On-campus,No,Occasionally,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.12
Male,College of Science,Yes,400,Off-campus,No,Daily,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.06
Male,College of Art and Built Environment,Yes,300,Off-campus,No,Occasionally,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,6.43
Female,School of Business,No,100,Off-campus,Yes,Occasionally,2,Yes,Yes,Yes,Yes,Yes,No,No,No,No,9.67
Male,College of Engineering,Yes,100,Off-campus,Yes,Occasionally,4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.0
Female,College of Art and Built Environment,No,300,Off-campus,No,Occasionally,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2.54
Female,College of Engineering,Yes,400,Off-campus,Yes,Never,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.78
Female,College of Art and Built Environment,No,400,Off-campus,No,Daily,4,Yes,Yes,Yes,Yes,Yes,No,No,No,No,5.06
Male,School of Business,No,400,On-campus,No,Several times a week,5,Yes,Yes,No,No,Yes,No,No,Yes,No,4.4
Male,College of Engineering,Yes,300,Off-campus,No,Occasionally,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.59
Male,College of Art and Built Environment,Yes,600,Off-campus,Yes,Several times a week,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,7.38
Female,School of Business,No,200,Off-campus,Yes,Daily,4,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,7.08
Male,College of Engineering,No,200,Off-campus,Yes,Several times a week,1,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,5.35
Male,College of Engineering,No,100,Off-campus,Yes,Several times a week,1,Yes,Yes,Yes,No,No,No,No,No,Yes,6.81
Female,College of Art and Built Environment,Yes,500,On-campus,No,Daily,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.11
Female,College of Agriculture and Natural Resources,Yes,400,Off-campus,No,Occasionally,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.92
Female,College of Science,No,100,Off-campus,No,Rarely,3,Yes,Yes,Yes,Yes,Yes,No,No,No,No,6.68
Female,College of Art and Built Environment,No,500,Off-campus,Yes,Occasionally,2,Yes,Yes,Yes,No,Yes,No,No,No,Yes,2.07
Female,College of Engineering,Yes,300,Off-campus,No,Occasionally,4,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,4.06
Male,College of Engineering,Yes,100,Off-campus,No,Daily,1,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,5.11
Female,School of Business,Yes,400,Off-campus,Yes,Several times a week,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.47
Female,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Several times a week,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.95
Male,School of Business,No,400,Off-campus,No,Occasionally,4,No,Yes,No,Yes,Yes,No,No,No,No,3.86
Female,College of Agriculture and Natural Resources,Yes,500,On-campus,No,Occasionally,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.34
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,No,Occasionally,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.51
Female,College of Engineering,No,100,Off-campus,Yes,Occasionally,4,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,7.97
Female,College of Art and Built Environment,Yes,200,Off-campus,Yes,Several times a week,3,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.32
Male,College of Agriculture and Natural Resources,No,500,Off-campus,No,Several times a week,5,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,5.61
Female,College of Science,Yes,400,On-campus,No,Occasionally,1,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.65
Female,College of Humanity and Social Science,Yes,400,Off-campus,No,Several times a week,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.25
Female,College of Agriculture and Natural Resources,Yes,100,Off-campus,No,Occasionally,5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,9.87
Female,School of Business,Yes,400,Off-campus,Yes,Several times a week,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.38
Female,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Several times a week,5,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3.41
Female,College of Humanity and Social Science,No,600,Off-campus,Yes,Several times a week,3,No,No,Yes,No,No,No,No,No,No,2.47
Male,College of Humanity and Social Science,Yes,300,Off-campus,Yes,Daily,5,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.86
Female,School of Business,Yes,300,Off-campus,Yes,Several times a week,1,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,1.49
Male,College of Engineering,No,300,Off-campus,Yes,Daily,5,Yes,Yes,Yes,Yes,Yes,No,No,No,No,3.05
Female,College of Art and Built Environment,Yes,100,Off-campus,Yes,Occasionally,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,6.32
Female,College of Humanity and Social Science,Yes,300,Off-campus,No,Occasionally,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,9.75
Female,College of Science,Yes,100,Off-campus,No,Daily,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.6
Male,School of Business,Yes,400,Off-campus,No,Daily,5,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,8.14
Male,College of Science,Yes,600,On-campus,No,Occasionally,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.03
Male,College of Science,Yes,600,On-campus,Yes,Several times a week,3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,6.75
Male,College of Art and Built Environment,Yes,200,Off-campus,Yes,Several times a week,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.29
Male,College of Engineering,Yes,100,Off-campus,Yes,Several times a week,1,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,5.73
Female,College of Engineering,No,400,Off-campus,No,Several times a week,4,Yes,Yes,Yes,No,Yes,No,No,No,No,5.86
Male,College of Agriculture and Natural Resources,No,100,Off-campus,No,Several times a week,5,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,3.69
Female,College of Engineering,Yes,300,Off-campus,Yes,Occasionally,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.71
Male,College of Agriculture and Natural Resources,Yes,500,Off-campus,Yes,Occasionally,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.01
Female,College of Science,Yes,100,Off-campus,No,Several times a week,5,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,8.97
Female,School of Business,Yes,600,Off-campus,No,Several times a week,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.67
Male,College of Humanity and Social Science,Yes,400,On-campus,Yes,Daily,2,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3.95
Male,College of Engineering,No,100,Off-campus,No,Never,4,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,2.78
Male,College of Engineering,No,500,Off-campus,No,Several times a week,3,No,Yes,Yes,Yes,Yes,No,No,No,No,7.44
Male,School of Business,Yes,400,Off-campus,No,Daily,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.27
Female,College of Art and Built Environment,Yes,400,Off-campus,No,Occasionally,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.56
Male,College of Humanity and Social Science,No,200,Off-campus,No,Occasionally,2,Yes,Yes,No,No,No,No,No,No,No,5.36
Male,College of Agriculture and Natural Resources,No,500,Off-campus,No,Occasionally,4,Yes,Yes,Yes,No,Yes,Yes,No,No,No,2.79
Male,College of Art and Built Environment,Yes,300,On-campus,No,Never,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.07
Male,College of Science,Yes,200,On-campus,No,Rarely,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8.42
Female,College of Agriculture and Natural Resources,Yes,400,Off-campus,No,Several times a week,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.36
Female,College of Humanity and Social Science,No,400,Off-campus,No,Several times a week,3,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1.68
Male,College of Engineering,Yes,400,Off-campus,Yes,Several times a week,1,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1.67
Female,College of Humanity and Social Science,Yes,500,Off-campus,No,Daily,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.71
Male,School of Business,No,300,Off-campus,Yes,Occasionally,2,Yes,Yes,Yes,No,Yes,No,No,No,No,1.44
Male,College of Humanity and Social Science,Yes,500,Off-campus,No,Daily,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.13
Female,College of Agriculture and Natural Resources,Yes,100,Off-campus,No,Daily,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.85
Female,College of Humanity and Social Science,Yes,300,Off-campus,No,Several times a week,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,9.13
Female,College of Humanity and Social Science,Yes,100,Off-campus,No,Daily,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.67
Male,College of Engineering,No,500,Off-campus,No,Daily,1,No,Yes,Yes,No,Yes,No,No,No,Yes,2.47
Female,College of Art and Built Environment,Yes,200,Off-campus,No,Several times a week,3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,5.88
Male,College of Humanity and Social Science,Yes,300,On-campus,Yes,Occasionally,1,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,6.34
Male,College of Engineering,No,200,On-campus,Yes,Daily,2,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,9.3
Female,College of Agriculture and Natural Resources,No,100,Off-campus,No,Several times a week,4,No,Yes,No,No,Yes,No,Yes,Yes,Yes,0.82
Male,School of Business,No,600,Off-campus,Yes,Occasionally,5,Yes,Yes,Yes,No,Yes,Yes,No,No,No,1.83
Female,College of Agriculture and Natural Resources,Yes,200,Off-campus,Yes,Several times a week,2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,5.82
Female,College of Humanity and Social Science,Yes,500,On-campus,No,Daily,4,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4.85
Female,College of Humanity and Social Science,Yes,100,Off-campus,No,Occasionally,1,No,No,No,No,No,Yes,Yes,Yes,Yes,3.32
Female,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Several times a week,5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,0.73
Male,College of Science,No,400,Off-campus,No,Occasionally,3,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,9.55
Female,School of Business,Yes,600,Off-campus,Yes,Occasionally,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.26
Male,College of Agriculture and Natural Resources,No,300,Off-campus,Yes,Never,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1.7
Female,College of Humanity and Social Science,No,300,Off-campus,Yes,Daily,5,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,3.93
Female,College of Engineering,Yes,300,Off-campus,Yes,Daily,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.55
Female,School of Business,Yes,300,Off-campus,Yes,Occasionally,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.51
Female,College of Engineering,Yes,200,Off-campus,No,Several times a week,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,4.89
Male,College of Agriculture and Natural Resources,Yes,600,Off-campus,Yes,Occasionally,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.7
Male,College of Engineering,No,100,On-campus,Yes,Occasionally,4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,9.28
Female,School of Business,Yes,200,Off-campus,No,Occasionally,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3.4
Female,College of Agriculture and Natural Resources,No,100,Off-campus,Yes,Occasionally,2,No,No,Yes,No,Yes,No,No,No,No,0.57
Male,College of Engineering,No,500,On-campus,Yes,Several times a week,1,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,6.28
Male,School of Business,No,100,Off-campus,No,Several times a week,4,Yes,Yes,Yes,No,Yes,No,No,No,Yes,7.64
Female,College of Agriculture and Natural Resources,No,400,Off-campus,Yes,Occasionally,3,Yes,Yes,Yes,No,No,Yes,No,No,Yes,9.96
Female,College of Science,Yes,500,Off-campus,Yes,Daily,5,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,9.09
Female,College of Engineering,Yes,100,Off-campus,Yes,Occasionally,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,9.55
Female,School of Business,Yes,200,Off-campus,Yes,Several times a week,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.86
Male,College of Engineering,Yes,400,Off-campus,Yes,Occasionally,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.43
Female,College of Humanity and Social Science,No,400,Off-campus,Yes,Occasionally,4,Yes,No,Yes,No,Yes,No,No,No,No,0.66
Female,School of Business,No,400,Off-campus,Yes,Occasionally,1,No,Yes,Yes,Yes,Yes,No,No,No,No,1.36
Male,School of Business,No,500,Off-campus,No,Occasionally,5,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,1.28
Male,College of Art and Built Environment,Yes,100,Off-campus,No,Occasionally,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.87
Male,College of Engineering,No,300,On-campus,Yes,Several times a week,2,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,8.5
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Daily,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.09
Male,School of Business,Yes,300,Off-campus,Yes,Daily,2,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,1.13
Male,College of Art and Built Environment,Yes,300,On-campus,No,Several times a week,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0.96
Male,College of Science,No,300,Off-campus,No,Occasionally,3,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,7.95
Female,College of Agriculture and Natural Resources,No,500,On-campus,Yes,Occasionally,4,Yes,No,No,Yes,Yes,Yes,No,No,Yes,7.45
Male,College of Art and Built Environment,Yes,600,Off-campus,No,Several times a week,2,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,2.13
Female,College of Humanity and Social Science,Yes,500,Off-campus,No,Several times a week,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.83
Male,College of Agriculture and Natural Resources,Yes,300,On-campus,No,Occasionally,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.98
Male,College of Humanity and Social Science,No,200,Off-campus,No,Daily,5,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,2.76
Male,College of Humanity and Social Science,Yes,500,Off-campus,No,Occasionally,3,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,2.8
Female,School of Business,Yes,300,Off-campus,No,Occasionally,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.14
Male,College of Art and Built Environment,Yes,300,On-campus,No,Several times a week,2,No,No,Yes,No,No,Yes,Yes,Yes,Yes,8.28
Male,College of Agriculture and Natural Resources,No,300,Off-campus,Yes,Occasionally,3,Yes,Yes,Yes,No,Yes,Yes,No,No,No,6.66
Male,School of Business,Yes,600,Off-campus,Yes,Daily,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.7
Female,College of Agriculture and Natural Resources,Yes,600,Off-campus,No,Several times a week,4,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.56
Male,College of Humanity and Social Science,Yes,400,On-campus,Yes,Occasionally,4,No,Yes,No,No,No,Yes,Yes,Yes,Yes,3.89
Male,College of Art and Built Environment,No,400,On-campus,Yes,Rarely,4,No,Yes,No,Yes,Yes,No,No,No,No,3.83
Male,College of Engineering,Yes,400,Off-campus,Yes,Occasionally,4,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,3.31
Male,College of Agriculture and Natural Resources,Yes,300,On-campus,No,Occasionally,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.2
Male,College of Art and Built Environment,No,600,Off-campus,Yes,Daily,5,Yes,No,Yes,Yes,Yes,No,No,No,Yes,1.68
Female,College of Agriculture and Natural Resources,Yes,400,Off-campus,No,Daily,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.62
Female,School of Business,No,500,Off-campus,Yes,Several times a week,5,Yes,Yes,Yes,No,Yes,No,No,No,No,3.7
Female,School of Business,Yes,600,Off-campus,No,Occasionally,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.14
Female,College of Art and Built Environment,Yes,400,On-campus,No,Daily,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,10.41
Female,School of Business,Yes,500,Off-campus,No,Several times a week,3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2.6
Male,College of Science,Yes,300,Off-campus,Yes,Several times a week,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,5.1
Female,College of Humanity and Social Science,No,500,Off-campus,No,Occasionally,1,Yes,Yes,Yes,No,Yes,No,No,Yes,No,3.4
Male,School of Business,Yes,400,Off-campus,Yes,Several times a week,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.64
Female,College of Engineering,Yes,400,Off-campus,Yes,Never,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.63
Female,College of Science,Yes,300,Off-campus,No,Occasionally,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.52
Female,College of Engineering,Yes,600,Off-campus,No,Rarely,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5
Female,College of Art and Built Environment,Yes,200,Off-campus,Yes,Several times a week,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.87
Female,College of Science,Yes,300,Off-campus,Yes,Occasionally,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.87
Male,College of Art and Built Environment,Yes,100,Off-campus,Yes,Daily,4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1.41
Female,College of Engineering,Yes,600,Off-campus,Yes,Occasionally,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.59
Female,College of Humanity and Social Science,Yes,400,Off-campus,Yes,Several times a week,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.16
Female,School of Business,Yes,400,On-campus,No,Several times a week,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3.9
Male,College of Engineering,Yes,400,Off-campus,No,Several times a week,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.89
Male,College of Agriculture and Natural Resources,Yes,100,Off-campus,No,Occasionally,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.68
Female,College of Engineering,Yes,300,On-campus,No,Daily,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.07
Female,College of Engineering,Yes,100,Off-campus,No,Several times a week,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.22
Male,College of Engineering,No,300,Off-campus,Yes,Several times a week,4,No,Yes,Yes,Yes,Yes,Yes,No,No,No,8.64
Female,College of Science,No,200,Off-campus,Yes,Daily,4,Yes,No,Yes,No,No,No,No,No,No,2.25
Male,College of Art and Built Environment,Yes,200,Off-campus,Yes,Occasionally,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,9.32
Male,College of Art and Built Environment,No,200,Off-campus,Yes,Daily,1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,5.61
Female,School of Business,No,400,Off-campus,Yes,Several times a week,2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,6.04
Female,School of Business,Yes,400,Off-campus,Yes,Occasionally,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.13
Female,College of Humanity and Social Science,Yes,500,Off-campus,Yes,Daily,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.14
Female,College of Art and Built Environment,Yes,400,Off-campus,Yes,Occasionally,5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,7.48
Male,College of Humanity and Social Science,Yes,100,Off-campus,No,Daily,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1.42
Male,College of Humanity and Social Science,Yes,300,Off-campus,Yes,Several times a week,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.05
Female,College of Science,No,100,Off-campus,Yes,Daily,3,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,5.82
Male,College of Science,Yes,400,Off-campus,No,Daily,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.68
Male,College of Art and Built Environment,No,100,On-campus,Yes,Never,4,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,10.2
Male,College of Engineering,No,200,Off-campus,Yes,Occasionally,3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,5.72
Male,College of Humanity and Social Science,Yes,200,On-campus,No,Several times a week,5,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6.95
Male,College of Agriculture and Natural Resources,No,600,On-campus,Yes,Occasionally,4,Yes,Yes,Yes,No,No,No,No,No,Yes,8.24
Male,College of Engineering,Yes,500,Off-campus,Yes,Daily,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8.33
Male,College of Agriculture and Natural Resources,Yes,600,Off-campus,Yes,Daily,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.62
Female,College of Engineering,Yes,200,Off-campus,Yes,Daily,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.7
Female,College of Engineering,No,200,Off-campus,Yes,Occasionally,1,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5.4
Female,College of Engineering,No,300,On-campus,No,Occasionally,3,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,5.94
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Several times a week,5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.44
Female,College of Engineering,Yes,400,Off-campus,Yes,Occasionally,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.43
Male,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Several times a week,5,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.74
Male,College of Science,Yes,100,Off-campus,No,Daily,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.66
Male,College of Humanity and Social Science,No,500,Off-campus,No,Never,5,Yes,Yes,No,Yes,Yes,Yes,No,No,No,8.8
