Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Voice_Calls,Mobile_Data_Internet,SMS_Text_Messaging,Data_Exhaustion,Other_Networks,Poor_Network_Quality_Coverage,Insufficient_Data_Allowance,Unsatisfactory_Customer_Service,High_Costs_Pricing,Monthly_Data_Usage
Male,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Occasionally,5,Yes,Yes,Yes,No,Yes,No,No,No,Yes,0.71
Female,College of Agriculture and Natural Resources,No,300,Off-campus,Yes,Several times a week,1,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4.37
Female,College of Engineering,No,200,On-campus,Yes,Daily,3,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.32
Female,College of Science,Yes,600,Off-campus,No,Occasionally,2,Yes,Yes,Yes,No,Yes,No,No,Yes,No,9.4
Female,College of Agriculture and Natural Resources,No,200,On-campus,No,Several times a week,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.78
Male,College of Engineering,Yes,200,Off-campus,Yes,Several times a week,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,5.21
Female,College of Health Sciences,Yes,100,Off-campus,Yes,Rarely,1,Yes,Yes,No,No,Yes,Yes,No,No,No,6.9
Male,College of Art and Built Environment,No,100,On-campus,No,Daily,4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,4.74
Male,College of Humanities and Social Sciences,No,400,Off-campus,No,Never,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,5.62
Female,College of Health Sciences,Yes,600,Off-campus,No,Daily,2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,3.92
Female,College of Art and Built Environment,Yes,400,Off-campus,No,Daily,1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,6.22
Female,College of Engineering,No,100,Off-campus,Yes,Daily,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.81
Male,College of Humanities and Social Sciences,No,400,On-campus,Yes,Daily,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.08
Male,College of Humanities and Social Sciences,No,100,On-campus,No,Occasionally,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.48
Male,College of Engineering,No,100,Off-campus,Yes,Never,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.26
Male,College of Humanities and Social Sciences,Yes,200,Off-campus,Yes,Rarely,3,Yes,No,Yes,No,Yes,Yes,No,Yes,No,6.61
Male,College of Art and Built Environment,No,300,On-campus,No,Several times a week,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.92
Female,College of Health Sciences,No,200,Off-campus,Yes,Daily,3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0.97
Female,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Daily,3,Yes,Yes,Yes,No,Yes,No,No,No,No,6.17
Female,College of Engineering,No,400,Off-campus,No,Occasionally,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.57
Male,College of Science,No,100,Off-campus,No,Occasionally,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.79
Female,College of Art and Built Environment,No,400,Off-campus,Yes,Daily,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.3
Female,College of Engineering,No,400,Off-campus,No,Occasionally,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.53
Female,College of Humanities and Social Sciences,No,400,Off-campus,No,Daily,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.41
Female,College of Science,No,300,Off-campus,No,Several times a week,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.27
Male,College of Humanities and Social Sciences,No,300,On-campus,Yes,Several times a week,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.43
Male,College of Health Sciences,No,200,On-campus,No,Daily,1,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.01
Female,College of Science,Yes,600,Off-campus,Yes,Several times a week,2,Yes,Yes,Yes,No,Yes,No,No,No,No,8.93
Male,College of Agriculture and Natural Resources,No,300,Off-campus,No,Daily,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.52
Female,College of Humanities and Social Sciences,No,300,Off-campus,Yes,Daily,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.3
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Daily,1,Yes,Yes,Yes,Yes,Yes,No,No,No,No,4.85
Female,College of Health Sciences,No,200,Off-campus,No,Occasionally,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.26
Male,College of Science,Yes,400,On-campus,No,Daily,2,No,Yes,Yes,Yes,Yes,No,No,No,Yes,8.21
Male,College of Health Sciences,Yes,200,Off-campus,No,Daily,3,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,3.09
Female,College of Engineering,Yes,100,Off-campus,Yes,Never,3,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,1.8
Female,College of Humanities and Social Sciences,Yes,100,Off-campus,No,Never,2,Yes,Yes,Yes,No,Yes,No,No,No,No,4.01
Female,College of Science,No,200,Off-campus,No,Rarely,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.8
Male,College of Humanities and Social Sciences,No,400,Off-campus,No,Daily,3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8.06
Female,College of Art and Built Environment,Yes,400,Off-campus,Yes,Never,5,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.4
Male,College of Science,Yes,400,Off-campus,No,Occasionally,3,Yes,Yes,Yes,No,Yes,Yes,No,No,No,4.54
Male,College of Science,No,200,Off-campus,Yes,Daily,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3.85
Male,College of Science,No,100,Off-campus,Yes,Occasionally,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.96
Male,College of Science,Yes,300,Off-campus,Yes,Several times a week,5,Yes,Yes,Yes,No,No,No,No,Yes,No,7.88
Male,College of Science,No,300,Off-campus,Yes,Daily,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.69
Male,College of Health Sciences,Yes,400,Off-campus,Yes,Occasionally,2,Yes,Yes,No,Yes,Yes,Yes,No,No,No,8.15
Female,College of Engineering,Yes,400,On-campus,Yes,Several times a week,4,Yes,Yes,No,No,Yes,No,No,No,No,9.22
Male,College of Science,No,200,Off-campus,Yes,Occasionally,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.62
Female,College of Agriculture and Natural Resources,No,300,On-campus,Yes,Occasionally,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.51
Female,College of Health Sciences,Yes,300,Off-campus,Yes,Never,1,Yes,Yes,Yes,No,No,Yes,No,No,No,2.8
Female,College of Health Sciences,No,600,Off-campus,Yes,Occasionally,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.77
Male,College of Humanities and Social Sciences,Yes,300,Off-campus,No,Daily,1,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,6.19
Male,College of Humanities and Social Sciences,Yes,200,On-campus,No,Occasionally,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1.94
Female,College of Agriculture and Natural Resources,No,100,On-campus,Yes,Several times a week,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.98
Male,College of Humanities and Social Sciences,No,300,Off-campus,Yes,Daily,1,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3.9
Male,College of Humanities and Social Sciences,No,100,Off-campus,Yes,Daily,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5
Female,College of Engineering,No,200,Off-campus,No,Occasionally,5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2.37
Female,College of Science,No,400,Off-campus,No,Occasionally,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,8.09
Male,College of Science,Yes,500,On-campus,Yes,Daily,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.39
Female,College of Health Sciences,No,200,Off-campus,No,Daily,2,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2.44
Female,College of Health Sciences,Yes,500,On-campus,Yes,Several times a week,1,No,Yes,Yes,Yes,No,Yes,No,No,No,7.6
Male,College of Engineering,No,100,Off-campus,No,Daily,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.12
Male,College of Art and Built Environment,No,400,Off-campus,Yes,Several times a week,5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2.07
Female,College of Humanities and Social Sciences,No,400,Off-campus,Yes,Daily,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.92
Female,College of Art and Built Environment,Yes,200,Off-campus,No,Occasionally,2,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,2.18
Female,College of Art and Built Environment,Yes,400,Off-campus,No,Occasionally,4,Yes,No,No,Yes,Yes,No,No,No,Yes,7.68
Female,College of Engineering,No,200,Off-campus,Yes,Several times a week,4,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,6.42
Male,College of Engineering,No,400,On-campus,Yes,Several times a week,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.21
Male,College of Engineering,Yes,200,On-campus,Yes,Several times a week,3,Yes,Yes,Yes,Yes,No,No,Yes,No,No,7.88
Male,College of Art and Built Environment,No,400,Off-campus,Yes,Several times a week,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.03
Female,College of Art and Built Environment,Yes,300,Off-campus,Yes,Several times a week,2,No,Yes,Yes,No,Yes,Yes,No,No,No,6.9
Male,College of Science,No,300,Off-campus,No,Occasionally,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.71
Female,College of Engineering,No,100,On-campus,Yes,Rarely,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.89
Male,College of Health Sciences,No,300,Off-campus,Yes,Occasionally,1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1.78
Male,College of Engineering,Yes,300,Off-campus,No,Several times a week,1,Yes,Yes,Yes,No,No,No,No,No,No,7.67
Female,College of Science,No,100,Off-campus,No,Occasionally,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8.27
Male,College of Humanities and Social Sciences,Yes,400,Off-campus,Yes,Occasionally,1,No,Yes,Yes,No,Yes,No,Yes,No,No,8.95
Female,College of Engineering,No,200,Off-campus,No,Several times a week,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.68
Female,College of Science,No,600,Off-campus,No,Several times a week,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.46
Male,College of Science,No,100,Off-campus,No,Daily,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.86
Male,College of Science,Yes,300,On-campus,No,Several times a week,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,6.36
Male,College of Engineering,Yes,300,Off-campus,No,Several times a week,5,Yes,Yes,Yes,Yes,No,No,No,Yes,No,2.33
Female,College of Science,No,300,On-campus,No,Daily,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.61
Female,College of Health Sciences,No,100,Off-campus,Yes,Occasionally,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5.02
Female,College of Health Sciences,No,500,Off-campus,No,Daily,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.24
Female,College of Humanities and Social Sciences,Yes,400,Off-campus,No,Occasionally,5,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,9.44
Female,College of Engineering,No,100,Off-campus,Yes,Several times a week,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.26
Male,College of Health Sciences,No,400,Off-campus,Yes,Occasionally,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.27
Male,College of Engineering,No,300,Off-campus,No,Occasionally,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.73
Male,College of Science,Yes,600,Off-campus,Yes,Occasionally,2,No,Yes,Yes,Yes,No,No,Yes,No,No,9.87
Male,College of Science,No,200,Off-campus,Yes,Occasionally,1,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0.5
Female,College of Art and Built Environment,Yes,400,Off-campus,Yes,Daily,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,5.78
Male,College of Art and Built Environment,No,300,Off-campus,No,Occasionally,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.07
Female,College of Science,No,200,Off-campus,Yes,Occasionally,3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1.45
Female,College of Health Sciences,No,200,Off-campus,Yes,Never,5,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,7.82
Male,College of Engineering,No,100,Off-campus,Yes,Occasionally,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.74
Male,College of Science,No,200,On-campus,Yes,Occasionally,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.41
Female,College of Humanities and Social Sciences,No,100,Off-campus,No,Daily,4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,9.03
Female,College of Agriculture and Natural Resources,No,300,Off-campus,Yes,Daily,3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.05
Female,College of Humanities and Social Sciences,Yes,100,On-campus,No,Several times a week,3,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,10.05
Male,College of Art and Built Environment,No,100,Off-campus,No,Never,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,6.24
Male,College of Health Sciences,No,200,Off-campus,No,Occasionally,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.64
Female,College of Engineering,No,100,Off-campus,Yes,Several times a week,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.7
Female,College of Engineering,Yes,200,Off-campus,Yes,Rarely,2,Yes,Yes,Yes,No,Yes,No,No,No,Yes,5.87
Female,College of Art and Built Environment,No,400,Off-campus,No,Several times a week,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.41
Male,College of Engineering,No,200,Off-campus,No,Occasionally,5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3.75
Male,College of Health Sciences,Yes,300,Off-campus,No,Rarely,4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,7.52
Female,College of Humanities and Social Sciences,Yes,300,On-campus,Yes,Occasionally,2,Yes,Yes,Yes,No,Yes,No,No,No,Yes,2.34
Female,College of Health Sciences,No,600,Off-campus,No,Daily,4,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,8.87
Female,College of Science,No,300,Off-campus,No,Occasionally,4,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5.98
Female,College of Health Sciences,No,300,Off-campus,Yes,Occasionally,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,10.33
Female,College of Health Sciences,Yes,100,Off-campus,No,Never,4,No,Yes,No,No,Yes,Yes,No,No,Yes,2.61
Female,College of Engineering,Yes,100,On-campus,Yes,Daily,2,Yes,Yes,No,No,Yes,Yes,No,No,No,1.08
Female,College of Science,Yes,400,Off-campus,No,Several times a week,3,Yes,Yes,No,No,Yes,Yes,Yes,No,No,5.24
Female,College of Science,No,100,Off-campus,No,Daily,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.36
Male,College of Science,No,400,Off-campus,No,Several times a week,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,7.32
Male,College of Agriculture and Natural Resources,Yes,200,Off-campus,Yes,Occasionally,5,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,10.45
Female,College of Engineering,No,300,On-campus,No,Daily,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.67
Female,College of Science,Yes,300,Off-campus,Yes,Several times a week,1,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,2.73
Female,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Several times a week,3,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,3.62
Female,College of Science,Yes,400,On-campus,No,Occasionally,5,Yes,No,Yes,No,Yes,No,No,No,Yes,5.79
Male,College of Art and Built Environment,Yes,400,Off-campus,No,Daily,3,Yes,No,Yes,No,Yes,No,No,No,No,4.57
Female,College of Engineering,No,400,Off-campus,No,Daily,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,8.31
Male,College of Health Sciences,No,200,On-campus,No,Occasionally,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.89
Male,College of Health Sciences,No,200,Off-campus,No,Occasionally,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.18
Female,College of Health Sciences,No,300,On-campus,No,Occasionally,4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,7.64
Male,College of Humanities and Social Sciences,No,300,On-campus,No,Never,3,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3.83
Female,College of Art and Built Environment,No,300,Off-campus,Yes,Never,2,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,7.9
Female,College of Humanities and Social Sciences,Yes,200,On-campus,Yes,Several times a week,4,Yes,No,Yes,No,Yes,No,No,No,No,7.32
Male,College of Humanities and Social Sciences,No,200,Off-campus,No,Several times a week,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.14
Male,College of Humanities and Social Sciences,No,300,Off-campus,No,Occasionally,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.7
Male,College of Humanities and Social Sciences,No,100,Off-campus,Yes,Several times a week,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.13
Male,College of Agriculture and Natural Resources,No,100,Off-campus,No,Several times a week,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.0
Female,College of Science,Yes,200,On-campus,Yes,Daily,4,No,Yes,No,No,Yes,No,No,No,No,2.68
Male,College of Art and Built Environment,Yes,100,On-campus,Yes,Daily,2,No,No,Yes,No,No,Yes,Yes,No,No,4.77
Male,College of Agriculture and Natural Resources,Yes,100,On-campus,Yes,Daily,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,8.87
Female,College of Humanities and Social Sciences,No,200,Off-campus,Yes,Several times a week,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.79
Male,College of Engineering,Yes,300,Off-campus,No,Daily,4,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,6.72
Male,College of Engineering,No,200,Off-campus,Yes,Several times a week,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1.92
Female,College of Health Sciences,No,400,Off-campus,No,Occasionally,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.59
Female,College of Engineering,Yes,300,Off-campus,No,Never,2,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,4.92
Female,College of Agriculture and Natural Resources,Yes,300,Off-campus,No,Occasionally,1,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,5.34
Male,College of Health Sciences,No,600,Off-campus,Yes,Daily,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.45
Female,College of Health Sciences,No,200,Off-campus,Yes,Rarely,2,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,4.51
Female,College of Science,No,200,Off-campus,No,Several times a week,5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,6.35
Female,College of Agriculture and Natural Resources,No,400,Off-campus,Yes,Several times a week,3,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3.16
Female,College of Science,No,300,Off-campus,Yes,Several times a week,5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3.04
Female,College of Science,Yes,100,Off-campus,Yes,Occasionally,4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,7.9
Male,College of Engineering,No,400,On-campus,Yes,Occasionally,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0.5
Male,College of Art and Built Environment,No,200,Off-campus,No,Occasionally,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.04
Male,College of Humanities and Social Sciences,Yes,300,Off-campus,No,Several times a week,5,No,Yes,Yes,No,Yes,No,No,No,No,8.14
Female,College of Engineering,Yes,300,Off-campus,Yes,Occasionally,4,Yes,Yes,Yes,No,Yes,No,Yes,No,No,7.23
Male,College of Art and Built Environment,Yes,300,Off-campus,Yes,Occasionally,1,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,6.0
Male,College of Humanities and Social Sciences,No,200,Off-campus,No,Daily,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,4.95
Male,College of Art and Built Environment,No,100,Off-campus,No,Several times a week,1,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1.92
Male,College of Science,No,400,Off-campus,No,Occasionally,4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.88
Female,College of Art and Built Environment,No,300,Off-campus,No,Occasionally,3,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,0.72
Female,College of Science,Yes,300,Off-campus,Yes,Several times a week,3,Yes,Yes,No,No,Yes,Yes,No,No,Yes,8.95
Male,College of Science,No,200,Off-campus,Yes,Never,1,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4.38
Male,College of Humanities and Social Sciences,Yes,200,On-campus,Yes,Several times a week,5,Yes,Yes,Yes,No,Yes,Yes,No,No,No,3.23
Male,College of Art and Built Environment,Yes,100,Off-campus,No,Occasionally,5,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,1.08
Female,College of Art and Built Environment,No,200,Off-campus,Yes,Daily,5,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3.59
Male,College of Science,No,300,Off-campus,No,Daily,5,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3.62
Male,College of Science,No,300,Off-campus,Yes,Occasionally,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.03
Female,College of Engineering,No,400,Off-campus,No,Occasionally,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.4
Female,College of Agriculture and Natural Resources,No,200,On-campus,No,Several times a week,5,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5.16
Female,College of Health Sciences,No,100,Off-campus,No,Daily,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.17
Female,College of Humanities and Social Sciences,No,200,Off-campus,No,Daily,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,9.39
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Rarely,2,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,8.36
Male,College of Health Sciences,No,100,Off-campus,Yes,Several times a week,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.65
Male,College of Engineering,No,300,Off-campus,No,Occasionally,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.96
Female,College of Science,No,400,Off-campus,No,Daily,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.95
Male,College of Humanities and Social Sciences,No,400,Off-campus,No,Several times a week,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1.06
Female,College of Art and Built Environment,Yes,300,Off-campus,Yes,Several times a week,3,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,0.83
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Occasionally,3,Yes,Yes,Yes,No,Yes,Yes,No,No,No,9.74
Female,College of Humanities and Social Sciences,Yes,300,Off-campus,Yes,Rarely,3,Yes,Yes,Yes,Yes,No,No,No,No,Yes,5.58
Female,College of Art and Built Environment,Yes,200,Off-campus,No,Several times a week,1,Yes,Yes,Yes,Yes,Yes,No,No,No,No,9.52
Female,College of Agriculture and Natural Resources,No,400,Off-campus,Yes,Occasionally,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.92
Male,College of Science,No,600,Off-campus,No,Daily,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,9.79
Male,College of Engineering,No,100,Off-campus,No,Several times a week,1,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1.06
Male,College of Agriculture and Natural Resources,No,300,Off-campus,No,Several times a week,4,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3.61
Female,College of Engineering,No,300,Off-campus,No,Several times a week,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.67
Male,College of Engineering,Yes,300,Off-campus,No,Occasionally,1,No,Yes,No,No,No,Yes,No,No,No,5.53
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,No,Occasionally,3,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,0.58
Female,College of Science,Yes,200,Off-campus,No,Occasionally,4,Yes,Yes,Yes,No,Yes,No,No,Yes,No,4.03
Female,College of Science,Yes,300,Off-campus,No,Daily,1,No,Yes,Yes,Yes,Yes,No,No,No,No,6.61
Male,College of Health Sciences,Yes,200,Off-campus,Yes,Several times a week,4,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,8.76
Female,College of Science,No,100,Off-campus,No,Daily,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5
Female,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Daily,4,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,9.02
Female,College of Agriculture and Natural Resources,No,200,Off-campus,Yes,Occasionally,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.1
Female,College of Engineering,Yes,200,Off-campus,No,Several times a week,3,No,No,Yes,Yes,No,No,Yes,No,No,6.33
Female,College of Science,Yes,300,Off-campus,Yes,Several times a week,4,Yes,Yes,No,Yes,No,No,Yes,Yes,No,1.2
Male,College of Science,No,200,Off-campus,Yes,Daily,2,No,Yes,No,No,No,Yes,Yes,Yes,Yes,9.93
Female,College of Agriculture and Natural Resources,Yes,100,Off-campus,No,Occasionally,2,Yes,No,Yes,Yes,Yes,No,No,No,Yes,5.75
Male,College of Science,No,200,Off-campus,Yes,Several times a week,5,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,0.58
Male,College of Art and Built Environment,No,200,On-campus,No,Occasionally,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4.2
Female,College of Agriculture and Natural Resources,No,300,Off-campus,Yes,Occasionally,5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3.75
Female,College of Art and Built Environment,No,200,Off-campus,No,Rarely,4,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.21
Male,College of Science,No,200,Off-campus,No,Daily,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.23
Female,College of Agriculture and Natural Resources,No,300,Off-campus,Yes,Daily,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.48
Male,College of Humanities and Social Sciences,No,100,On-campus,No,Daily,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10.31
Female,College of Humanities and Social Sciences,No,100,Off-campus,No,Several times a week,5,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2.79
