Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Data_Exhaustion,Other_Networks,Reasons_Discontinue,Monthly_Data_Usage, Mobile data/Internet, SMS/Text messaging, Voice Calls,Mobile data/Internet,None of the above,SMS/Text messaging,Voice Calls
Female,College of Art and Built Environment,Yes,400,Off-campus,No,Daily,1,No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",8.25,0,0,0,1,0,0,0
Male,College of Science,Yes,200,Off-campus,No,Occasionally,1,No,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",2.79,1,1,0,0,0,0,1
Female,College of Art and Built Environment,Yes,600,Off-campus,Yes,Daily,3,No,No,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",9.28,0,0,0,0,1,0,0
Female,School of Business,Yes,200,Off-campus,No,Occasionally,2,No,Yes,"Insufficient data allowance, High costs/pricing",0.54,0,0,0,0,1,0,0
Female,College of Humanity and Social Science,No,200,Off-campus,Yes,Daily,3,Yes,Yes,Poor network quality/coverage,6.43,0,0,0,0,1,0,0
Male,College of Humanity and Social Science,Yes,100,Off-campus,No,Several times a week,1,No,No,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",2.79,0,0,0,0,1,0,0
Female,College of Agriculture and Natural Resources,Yes,200,On-campus,No,Daily,6,No,No,None,2.04,0,0,0,0,0,1,0
Female,College of Agriculture and Natural Resources,No,200,On-campus,No,Daily,6,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",5.74,0,0,0,0,1,0,0
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Daily,2,No,No,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",5.1,0,0,0,0,1,0,0
Female,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Daily,5,Yes,No,"Poor network quality/coverage, Unsatisfactory customer service",3.73,0,0,0,0,1,0,0
Female,College of Agriculture and Natural Resources,Yes,600,Off-campus,No,Occasionally,2,Yes,Yes,Insufficient data allowance,1.29,0,0,0,0,1,0,0
Male,College of Engineering,No,500,On-campus,Yes,Occasionally,4,No,No,"Unsatisfactory customer service, High costs/pricing",3.94,0,0,0,0,1,0,0
Male,College of Science,Yes,400,Off-campus,No,Several times a week,4,No,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",1.93,0,0,0,0,1,0,0
Male,College of Science,Yes,100,Off-campus,Yes,Several times a week,5,Yes,Yes,High costs/pricing,7.82,0,0,0,0,1,0,0
Female,College of Humanity and Social Science,No,200,Off-campus,No,Several times a week,3,Yes,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",0.94,0,0,0,0,1,0,0
Male,College of Art and Built Environment,No,400,Off-campus,Yes,Occasionally,2,No,Yes,"Insufficient data allowance, Unsatisfactory customer service",7.42,0,0,0,0,1,0,0
Male,College of Art and Built Environment,Yes,100,Off-campus,Yes,Occasionally,4,No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",8.32,0,0,0,0,1,0,0
Female,College of Humanity and Social Science,Yes,600,Off-campus,No,Several times a week,5,No,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",5.47,0,0,0,0,1,0,0
Male,College of Humanity and Social Science,Yes,200,Off-campus,No,Rarely,5,Yes,Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",3.03,1,0,1,0,0,1,0
Female,College of Humanity and Social Science,No,100,Off-campus,No,Never,2,No,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",6.26,0,0,0,0,0,1,0
Female,College of Art and Built Environment,No,300,On-campus,Yes,Daily,3,Yes,Yes,High costs/pricing,10.03,0,0,0,0,1,0,0
Male,School of Business,Yes,200,Off-campus,No,Several times a week,1,Yes,Yes,Poor network quality/coverage,7.25,0,0,1,0,0,1,0
Male,College of Art and Built Environment,No,200,Off-campus,No,Occasionally,4,No,Yes,Poor network quality/coverage,5.04,0,0,0,0,1,0,0
Male,College of Art and Built Environment,No,600,On-campus,No,Daily,1,No,Yes,Unsatisfactory customer service,1.91,0,0,0,0,0,0,1
Male,College of Art and Built Environment,No,600,Off-campus,No,Several times a week,1,Yes,Yes,"High costs/pricing, Insufficient data allowance",6.7,0,0,0,0,1,0,0
Female,College of Science,Yes,100,Off-campus,No,Daily,4,No,No,"High costs/pricing, Unsatisfactory customer service",1.96,0,0,0,0,1,0,0
Male,College of Science,Yes,400,Off-campus,No,Several times a week,3,Yes,Yes,"Insufficient data allowance, High costs/pricing",3.4,0,0,0,1,0,0,0
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Occasionally,2,No,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",6.79,1,0,1,0,0,1,0
Male,College of Agriculture and Natural Resources,Yes,200,Off-campus,Yes,Several times a week,5,No,Yes,"Poor network quality/coverage, Insufficient data allowance",3.41,0,0,0,0,1,0,0
Male,College of Science,Yes,400,Off-campus,Yes,Daily,1,Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",7.98,0,0,0,0,1,0,0
Female,College of Agriculture and Natural Resources,Yes,100,Off-campus,No,Several times a week,3,Yes,Yes,"High costs/pricing, Insufficient data allowance",8.02,0,0,0,1,0,0,0
Male,College of Humanity and Social Science,Yes,400,Off-campus,Yes,Rarely,1,No,Yes,"Unsatisfactory customer service, Poor network quality/coverage",9.57,0,0,0,0,1,0,0
Female,School of Business,Yes,100,Off-campus,Yes,Daily,4,No,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",0.98,0,0,0,0,1,0,0
Female,College of Agriculture and Natural Resources,Yes,300,Off-campus,No,Occasionally,4,Yes,Yes,Unsatisfactory customer service,3.25,0,0,0,1,0,0,0
Female,College of Engineering,No,200,Off-campus,Yes,Daily,1,No,Yes,None,1.24,0,0,0,0,1,0,0
Male,College of Art and Built Environment,No,500,Off-campus,Yes,Occasionally,2,No,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",5.48,0,0,0,0,0,1,0
Female,College of Science,Yes,600,Off-campus,No,Several times a week,2,No,No,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",1.97,0,0,0,0,1,0,0
Female,College of Engineering,Yes,400,Off-campus,No,Daily,1,Yes,Yes,"Unsatisfactory customer service, High costs/pricing",10.19,0,0,0,0,1,0,0
Female,College of Engineering,Yes,400,Off-campus,Yes,Daily,2,Yes,Yes,Unsatisfactory customer service,5.31,0,0,0,0,1,0,0
Female,College of Science,Yes,200,On-campus,No,Several times a week,1,Yes,Yes,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",7.86,0,0,0,0,1,0,0
Male,College of Science,Yes,300,Off-campus,Yes,Occasionally,3,No,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",9.0,0,0,0,0,1,0,0
Female,College of Agriculture and Natural Resources,Yes,200,Off-campus,Yes,Several times a week,2,Yes,Yes,High costs/pricing,5.8,0,0,0,0,1,0,0
Female,College of Art and Built Environment,Yes,200,Off-campus,No,Several times a week,4,No,Yes,Poor network quality/coverage,9.16,0,0,0,0,1,0,0
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,No,Occasionally,2,No,Yes,Insufficient data allowance,8.91,0,0,0,0,1,0,0
Female,College of Science,No,400,Off-campus,Yes,Several times a week,3,Yes,Yes,Unsatisfactory customer service,4.86,1,0,0,0,0,1,0
Female,College of Art and Built Environment,Yes,200,Off-campus,No,Rarely,1,No,Yes,Poor network quality/coverage,5.64,0,0,0,0,0,1,0
Male,College of Engineering,Yes,300,Off-campus,Yes,Occasionally,6,Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",0.76,0,1,1,1,0,0,0
Female,College of Engineering,Yes,500,Off-campus,No,Several times a week,3,Yes,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",7.09,0,0,0,0,1,0,0
Female,College of Art and Built Environment,No,200,Off-campus,No,Several times a week,5,No,Yes,High costs/pricing,2.68,0,0,0,0,1,0,0
Male,School of Business,Yes,200,Off-campus,No,Rarely,3,No,Yes,Unsatisfactory customer service,7.65,0,0,0,0,1,0,0
Female,College of Agriculture and Natural Resources,Yes,400,On-campus,Yes,Several times a week,6,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",1.34,0,0,0,0,1,0,0
Female,College of Science,Yes,200,Off-campus,No,Occasionally,5,No,No,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",5.23,0,0,0,0,1,0,0
Male,College of Art and Built Environment,Yes,500,Off-campus,Yes,Rarely,2,Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",1.23,0,0,0,0,1,0,0
Female,College of Agriculture and Natural Resources,Yes,500,Off-campus,Yes,Several times a week,2,Yes,Yes,High costs/pricing,1.53,0,0,0,0,1,0,0
Male,College of Humanity and Social Science,Yes,500,Off-campus,Yes,Several times a week,4,Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",1.34,0,0,0,0,1,0,0
Female,College of Art and Built Environment,Yes,200,Off-campus,No,Daily,6,No,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",5.84,0,0,0,0,1,0,0
Male,College of Agriculture and Natural Resources,No,100,On-campus,No,Daily,5,No,Yes,"Insufficient data allowance, Poor network quality/coverage",10.12,0,0,0,0,0,0,1
Female,College of Engineering,No,300,Off-campus,Yes,Occasionally,3,Yes,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",9.62,0,0,0,0,1,0,0
Male,College of Engineering,Yes,200,Off-campus,Yes,Rarely,2,Yes,Yes,Insufficient data allowance,5.69,0,0,0,0,1,0,0
Male,College of Science,Yes,600,Off-campus,No,Several times a week,4,No,Yes,Unsatisfactory customer service,3.68,0,0,0,0,1,0,0
Female,College of Science,Yes,400,On-campus,No,Never,1,Yes,Yes,High costs/pricing,9.26,0,0,0,0,1,0,0
Female,College of Agriculture and Natural Resources,Yes,600,Off-campus,No,Occasionally,1,No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",6.83,0,0,0,0,1,0,0
Female,College of Science,No,200,Off-campus,Yes,Several times a week,1,No,No,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",6.22,0,0,0,0,1,0,0
Male,College of Art and Built Environment,No,400,Off-campus,No,Several times a week,2,No,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",3.99,0,0,0,0,1,0,0
Male,College of Engineering,Yes,200,On-campus,No,Occasionally,2,Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance, Poor network quality/coverage",6.81,0,0,0,0,1,0,0
Male,College of Art and Built Environment,Yes,400,On-campus,No,Several times a week,2,Yes,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",2.57,0,0,0,0,1,0,0
Female,College of Engineering,No,500,On-campus,Yes,Daily,1,No,No,Unsatisfactory customer service,0.63,0,0,0,0,1,0,0
Female,College of Art and Built Environment,Yes,500,Off-campus,Yes,Several times a week,3,No,Yes,"High costs/pricing, Unsatisfactory customer service",4.33,0,0,0,0,1,0,0
Male,School of Business,Yes,400,Off-campus,Yes,Daily,6,Yes,No,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",7.22,0,0,0,0,1,0,0
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Occasionally,2,No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",7.83,0,0,0,0,1,0,0
Male,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Several times a week,3,Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service",3.32,0,0,0,0,1,0,0
Male,College of Engineering,Yes,300,Off-campus,Yes,Occasionally,3,Yes,Yes,"Poor network quality/coverage, High costs/pricing",1.83,0,0,0,0,1,0,0
Female,College of Science,Yes,500,On-campus,Yes,Daily,1,Yes,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",7.17,0,0,0,0,1,0,0
Male,College of Engineering,No,400,Off-campus,Yes,Occasionally,3,Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",4.88,0,0,0,0,1,0,0
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,No,Daily,4,No,Yes,"Poor network quality/coverage, High costs/pricing",8.05,0,0,0,1,0,0,0
Male,School of Business,Yes,400,Off-campus,Yes,Occasionally,4,Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",7.54,0,0,0,0,1,0,0
Female,College of Science,Yes,400,On-campus,No,Several times a week,2,No,Yes,High costs/pricing,8.67,0,0,0,0,1,0,0
Female,College of Engineering,Yes,500,Off-campus,Yes,Several times a week,3,No,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",4.08,0,0,0,1,0,0,0
Female,College of Art and Built Environment,No,400,On-campus,No,Occasionally,5,No,Yes,None,5.93,0,0,0,0,1,0,0
Female,School of Business,No,300,Off-campus,No,Never,4,Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",4.39,0,0,0,0,1,0,0
Female,College of Agriculture and Natural Resources,Yes,200,Off-campus,Yes,Daily,4,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",6.39,0,0,0,0,0,1,0
Male,College of Humanity and Social Science,Yes,400,On-campus,No,Several times a week,3,Yes,Yes,"Insufficient data allowance, Poor network quality/coverage",8.77,0,0,0,0,1,0,0
Female,School of Business,Yes,600,Off-campus,No,Never,1,No,Yes,"High costs/pricing, Unsatisfactory customer service",1.58,0,0,1,0,0,1,0
Male,College of Science,Yes,600,Off-campus,Yes,Daily,3,Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",9.44,0,0,0,0,1,0,0
Male,College of Art and Built Environment,Yes,100,Off-campus,Yes,Daily,3,No,No,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",5.32,0,1,1,1,0,0,0
Male,School of Business,No,200,Off-campus,Yes,Several times a week,3,No,Yes,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",5.52,0,0,0,0,1,0,0
Female,School of Business,Yes,400,Off-campus,No,Never,6,No,Yes,"Unsatisfactory customer service, Poor network quality/coverage",7.38,0,0,0,0,1,0,0
Male,School of Business,Yes,400,Off-campus,Yes,Occasionally,1,Yes,No,"Insufficient data allowance, Poor network quality/coverage",5.35,0,1,0,1,0,0,0
Male,College of Engineering,Yes,100,Off-campus,No,Daily,1,Yes,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",4.29,0,0,0,0,1,0,0
Male,College of Art and Built Environment,Yes,300,Off-campus,No,Occasionally,3,No,Yes,Insufficient data allowance,4.03,0,0,1,0,0,1,0
Male,College of Art and Built Environment,No,600,Off-campus,No,Occasionally,4,No,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",1.02,0,0,0,0,1,0,0
Female,College of Humanity and Social Science,Yes,300,Off-campus,No,Several times a week,5,No,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",9.17,0,0,0,0,1,0,0
Male,College of Science,Yes,100,On-campus,No,Daily,6,No,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",6.91,0,0,0,0,0,0,1
Female,College of Engineering,Yes,400,Off-campus,No,Occasionally,2,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",1.21,0,0,0,0,1,0,0
Male,School of Business,Yes,400,Off-campus,No,Occasionally,3,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service",5.22,0,0,0,0,1,0,0
Female,School of Business,No,300,Off-campus,No,Occasionally,3,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",7.98,0,0,0,0,0,1,0
Male,School of Business,No,200,Off-campus,Yes,Never,4,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",7.65,0,0,0,0,1,0,0
Male,College of Science,Yes,200,Off-campus,Yes,Daily,1,No,Yes,Poor network quality/coverage,9.35,0,1,0,0,0,0,1
Male,College of Art and Built Environment,Yes,100,Off-campus,Yes,Daily,4,Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service",2.7,0,0,0,0,1,0,0
Male,School of Business,Yes,100,Off-campus,Yes,Several times a week,5,Yes,Yes,Insufficient data allowance,7.98,0,0,0,0,1,0,0
Male,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Several times a week,1,Yes,Yes,Unsatisfactory customer service,9.23,0,0,0,0,0,0,1
Male,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Occasionally,3,No,Yes,"Poor network quality/coverage, High costs/pricing",1.93,0,0,0,0,1,0,0
Male,College of Science,No,300,On-campus,No,Several times a week,4,Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",1.05,0,0,0,0,1,0,0
Male,College of Agriculture and Natural Resources,No,100,Off-campus,No,Several times a week,2,Yes,Yes,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",3.32,0,0,0,0,0,0,1
Female,College of Humanity and Social Science,No,300,Off-campus,Yes,Several times a week,2,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service",0.85,0,0,0,0,1,0,0
Male,College of Humanity and Social Science,Yes,500,Off-campus,No,Occasionally,4,Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",7.9,0,0,0,0,1,0,0
Female,College of Engineering,No,400,Off-campus,Yes,Occasionally,4,No,No,"Unsatisfactory customer service, Poor network quality/coverage",5.93,0,0,0,0,1,0,0
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Several times a week,2,No,Yes,"Poor network quality/coverage, High costs/pricing",8.76,0,0,0,0,1,0,0
Female,College of Humanity and Social Science,Yes,400,Off-campus,No,Daily,4,No,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",7.66,0,0,0,0,1,0,0
Male,College of Art and Built Environment,Yes,200,Off-campus,Yes,Daily,2,Yes,No,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",0.85,0,0,0,0,1,0,0
Male,College of Engineering,No,100,Off-campus,No,Rarely,3,Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing, Insufficient data allowance",8.13,1,0,1,0,0,1,0
Female,College of Humanity and Social Science,Yes,400,Off-campus,Yes,Occasionally,2,No,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",5.49,0,0,0,0,1,0,0
Female,College of Humanity and Social Science,Yes,300,Off-campus,No,Several times a week,1,No,Yes,"Poor network quality/coverage, High costs/pricing",5.62,0,0,0,0,1,0,0
Male,School of Business,Yes,300,Off-campus,No,Several times a week,4,No,Yes,High costs/pricing,3.96,0,0,0,0,1,0,0
Male,College of Humanity and Social Science,No,600,On-campus,No,Occasionally,1,No,Yes,None,6.72,0,0,0,0,1,0,0
Female,College of Art and Built Environment,No,200,Off-campus,Yes,Rarely,1,Yes,Yes,"Insufficient data allowance, High costs/pricing",1.16,0,0,1,0,0,1,0
Male,College of Art and Built Environment,Yes,400,On-campus,No,Daily,4,No,No,"High costs/pricing, Unsatisfactory customer service",1.84,0,0,0,0,1,0,0
Male,College of Humanity and Social Science,No,400,Off-campus,No,Occasionally,1,No,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing",5.47,0,0,0,1,0,0,0
Male,College of Art and Built Environment,No,300,Off-campus,No,Occasionally,2,Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance, Poor network quality/coverage",5.87,0,0,0,1,0,0,0
Male,College of Engineering,Yes,400,Off-campus,No,Occasionally,2,No,Yes,"High costs/pricing, Poor network quality/coverage",5.32,0,0,0,0,1,0,0
Female,College of Science,Yes,300,Off-campus,Yes,Occasionally,4,No,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",2.05,0,0,1,1,0,0,0
Female,College of Humanity and Social Science,Yes,400,Off-campus,No,Daily,1,Yes,No,None,2.83,0,0,0,0,0,1,0
Male,College of Engineering,Yes,400,Off-campus,Yes,Daily,4,No,No,"Poor network quality/coverage, Unsatisfactory customer service",10.02,0,0,0,0,1,0,0
Female,College of Art and Built Environment,No,100,Off-campus,No,Daily,1,Yes,Yes,"Unsatisfactory customer service, High costs/pricing",1.38,0,0,1,0,0,1,0
Male,College of Agriculture and Natural Resources,No,400,Off-campus,No,Daily,3,Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage",9.49,0,0,0,1,0,0,0
Male,College of Science,Yes,500,On-campus,No,Daily,4,No,Yes,"Insufficient data allowance, Unsatisfactory customer service",9.17,0,0,0,0,1,0,0
Female,College of Engineering,Yes,200,Off-campus,No,Daily,2,No,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage",5.22,0,0,0,1,0,0,0
Male,College of Humanity and Social Science,Yes,300,Off-campus,No,Occasionally,3,Yes,Yes,Insufficient data allowance,9.42,0,0,0,0,1,0,0
Female,College of Engineering,Yes,200,Off-campus,No,Daily,5,No,Yes,"Poor network quality/coverage, Insufficient data allowance",8.76,0,1,0,1,0,0,0
Male,College of Agriculture and Natural Resources,Yes,200,Off-campus,Yes,Daily,1,Yes,Yes,None,9.33,0,0,0,0,0,0,1
Male,College of Engineering,Yes,500,Off-campus,Yes,Daily,4,No,Yes,"Insufficient data allowance, High costs/pricing",0.95,0,0,0,0,1,0,0
Female,School of Business,No,300,Off-campus,Yes,Several times a week,3,Yes,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",4.79,1,0,0,0,0,0,1
Male,College of Engineering,No,200,Off-campus,Yes,Occasionally,2,Yes,Yes,Insufficient data allowance,8.94,0,0,0,0,1,0,0
Female,College of Science,No,300,On-campus,No,Several times a week,5,Yes,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",4.43,0,0,0,1,0,0,0
Female,College of Engineering,Yes,100,Off-campus,No,Occasionally,3,No,Yes,"High costs/pricing, Poor network quality/coverage",2.06,0,0,0,0,1,0,0
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Several times a week,2,Yes,No,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",9.52,1,1,0,0,0,0,1
Female,College of Science,Yes,200,Off-campus,Yes,Daily,4,Yes,No,Insufficient data allowance,0.84,0,0,0,0,1,0,0
Female,College of Science,Yes,400,Off-campus,No,Never,4,Yes,Yes,"Poor network quality/coverage, Insufficient data allowance",2.75,0,0,0,0,1,0,0
Female,College of Engineering,Yes,600,On-campus,No,Never,5,No,Yes,None,6.13,0,0,0,0,1,0,0
Female,School of Business,No,400,Off-campus,No,Several times a week,4,No,Yes,Unsatisfactory customer service,5.67,0,0,0,0,0,0,1
Male,College of Science,Yes,300,Off-campus,Yes,Daily,3,No,No,"Unsatisfactory customer service, Poor network quality/coverage",5.01,0,0,0,0,1,0,0
Male,College of Engineering,Yes,100,Off-campus,Yes,Several times a week,2,No,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing",7.88,0,0,0,0,1,0,0
Male,College of Agriculture and Natural Resources,Yes,100,On-campus,Yes,Occasionally,4,No,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",6.71,0,0,0,0,1,0,0
Male,School of Business,Yes,200,Off-campus,No,Occasionally,2,Yes,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",2.16,0,0,0,0,1,0,0
Female,College of Humanity and Social Science,Yes,100,Off-campus,Yes,Several times a week,4,No,Yes,"Unsatisfactory customer service, Insufficient data allowance",2.51,0,0,0,0,0,1,0
Male,College of Art and Built Environment,Yes,100,Off-campus,Yes,Several times a week,5,No,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance, Poor network quality/coverage",1.66,0,0,1,0,0,1,0
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,No,Several times a week,4,No,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",8.56,0,0,0,0,0,1,0
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Daily,6,No,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",1.48,0,0,0,0,0,1,0
Female,College of Art and Built Environment,No,100,Off-campus,Yes,Several times a week,4,No,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",3.43,0,0,0,0,1,0,0
Female,School of Business,Yes,400,Off-campus,Yes,Occasionally,1,Yes,No,"Poor network quality/coverage, High costs/pricing",5.96,0,0,0,1,0,0,0
Male,College of Humanity and Social Science,Yes,500,Off-campus,No,Occasionally,5,Yes,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",5.35,0,0,0,0,1,0,0
Female,College of Science,Yes,300,Off-campus,Yes,Several times a week,3,Yes,Yes,Poor network quality/coverage,5.73,1,0,0,0,0,1,0
Male,College of Engineering,No,600,Off-campus,Yes,Daily,1,Yes,Yes,High costs/pricing,2.31,0,0,0,1,0,0,0
Male,College of Science,Yes,400,Off-campus,Yes,Several times a week,5,No,Yes,"Poor network quality/coverage, High costs/pricing",9.96,0,0,0,0,0,1,0
Female,College of Engineering,Yes,400,Off-campus,Yes,Rarely,1,No,Yes,"Insufficient data allowance, Poor network quality/coverage",8.12,0,0,0,0,1,0,0
Male,College of Humanity and Social Science,Yes,200,Off-campus,Yes,Daily,5,No,No,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",1.27,0,0,0,0,1,0,0
Male,College of Art and Built Environment,Yes,100,On-campus,No,Daily,2,Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing, Insufficient data allowance",4.79,0,0,0,0,1,0,0
Female,College of Engineering,Yes,600,Off-campus,No,Occasionally,1,No,Yes,Unsatisfactory customer service,2.0,0,0,0,0,1,0,0
Male,College of Humanity and Social Science,No,200,Off-campus,Yes,Occasionally,4,No,No,None,0.53,0,0,1,1,0,0,0
Male,College of Agriculture and Natural Resources,Yes,600,On-campus,No,Rarely,3,No,Yes,Unsatisfactory customer service,5.4,1,1,0,0,0,0,1
Male,School of Business,No,600,Off-campus,No,Occasionally,3,Yes,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",3.79,0,0,0,0,1,0,0
Male,School of Business,Yes,200,Off-campus,No,Several times a week,5,Yes,No,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",8.14,0,0,0,0,1,0,0
Male,College of Art and Built Environment,Yes,100,Off-campus,No,Several times a week,3,No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",8.87,0,0,0,0,0,0,1
Female,College of Art and Built Environment,No,600,On-campus,No,Occasionally,3,No,Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",9.1,0,0,0,0,0,0,1
Female,College of Art and Built Environment,Yes,400,Off-campus,No,Several times a week,3,Yes,No,High costs/pricing,4.63,0,0,0,0,1,0,0
